ID,Hg_test,dioxin_test,PCBOCP_test,PFAS_test,species,sex,state,ecoregion,sample_group,county,town,address,latitude,longitude,harvest_date,age,weight_(g),culmen_(mm),tarsus_(mm),head_length_(mm),Hg,TEQ,TCDF_2378,TCDF_Total,TCDD_2378,TCDD_Total,PeCDF_12378,PeCDF_23478,PeCDF_Total,PeCDD_12378,PeCDD_Total,HxCDF_123478,HxCDF_123678,HxCDF_234678,HxCDF_123789,HxCDF_Total,HxCDD_123478,HxCDD_123678,HxCDD_123789,HxCDD_Total,HpCDF_1234678,HpCDF_1234789,HpCDF_Total,HpCDD_1234678,HpCDD_Total,OCDF,OCDD,TPCBs,10PCB209,1PCB1,1PCB2,1PCB3,2PCB11,2PCB12+13,2PCB14,2PCB15,2PCB4+10,2PCB5+8,2PCB6,2PCB7+9,3PCB16+32,3PCB17,3PCB18,3PCB19,3PCB20+21+33,3PCB22,3PCB23+34,3PCB24+27,3PCB25,3PCB26,3PCB28,3PCB29,3PCB30,3PCB31,3PCB35,3PCB36,3PCB37,3PCB38,3PCB39,4PCB40,4PCB41+64+68+71,4PCB42+59,4PCB43+49,4PCB44,4PCB45,4PCB46,4PCB47+48+75,4PCB50,4PCB51,4PCB52+73,4PCB53,4PCB54,4PCB55,4PCB56+60,4PCB57,4PCB58,4PCB61+74,4PCB62+65,4PCB63,4PCB66+80,4PCB67,4PCB69,4PCB70+76,4PCB72,4PCB77,4PCB78,4PCB79,4PCB81,5PCB100,5PCB103,5PCB104,5PCB105+127,5PCB106+118,5PCB107+109,5PCB110,5PCB111+117,5PCB112,5PCB113,5PCB114,5PCB119,5PCB122,5PCB123,5PCB124,5PCB125,5PCB126,5PCB82,5PCB83+108,5PCB84,5PCB85+120,5PCB86+97,5PCB87+115+116,5PCB88+121,5PCB89+90+101,5PCB91,5PCB92,5PCB93+95,5PCB94,5PCB96,5PCB98+102,5PCB99,6PCB128,6PCB129,6PCB130,6PCB131+142,6PCB132+168,6PCB133,6PCB134+143,6PCB135+144,6PCB136,6PCB137,6PCB138+163+164,6PCB139+149,6PCB140,6PCB141,6PCB145,6PCB146,6PCB147,6PCB148,6PCB150,6PCB151,6PCB152,6PCB153,6PCB154,6PCB155,6PCB156,6PCB157,6PCB158+160,6PCB159,6PCB161,6PCB162,6PCB165,6PCB166,6PCB167,6PCB169,7PCB170+190,7PCB171,7PCB172+192,7PCB173,7PCB174+181,7PCB175,7PCB176,7PCB177,7PCB178,7PCB179,7PCB180,7PCB182+187,7PCB183,7PCB184,7PCB185,7PCB186,7PCB188,7PCB189,7PCB191,7PCB193,8PCB194,8PCB195,8PCB196+203,8PCB197,8PCB198,8PCB199,8PCB200,8PCB201,8PCB202,8PCB204,8PCB205,9PCB206,9PCB207,9PCB208,Aroclor 1016,Aroclor 1221,Aroclor 1232,Aroclor 1242,Aroclor 1248,Aroclor 1254,Aroclor 1260,DecaCB,Total DiCB,Total HeptaCB,Total HexaCB,Total MonoCB,Total NonaCB,Total OctaCB,Total PentaCB,Total TetraCB,Total TriCB,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Aldrin,"Chlordane, alpha (cis)","Chlordane, gamma (trans)","Chlordane, oxy-","HCH, alpha","HCH, beta","HCH, gamma",Heptachlor,Hexachlorobenzene,Mirex,"Nonachlor, cis-","Nonachlor, trans-",Dieldrin,Endosulphan Sulphate,Endrin,Endrin Aldehyde,Endrin Ketone,"HCH, delta",Heptachlor Epoxide,Methoxychlor,alpha-Endosulphan,beta-Endosulphan,11Cl-PF3OUdS,3:3 FTCA,4:2 FTS,5:3 FTCA,6:2 FTS,7:3 FTCA,8:2 FTS,9Cl-PF3ONS,ADONA,EtFOSAA,HFPO-DA,MeFOSAA,N-EtFOSA,N-EtFOSE,N-MeFOSA,N-MeFOSE,NFDHA,PFBA,PFBS,PFDA,PFDS,PFDoA,PFDoS,PFEESA,PFHpA,PFHpS,PFHxA,PFHxS,PFMBA,PFMPA,PFNA,PFNS,PFOA,PFOS,PFOSA,PFPeA,PFPeS,PFTeDA,PFTrDA,PFUnA
190-1A,Y,Y,Y,Y,MALL,M,NY,60,3,Onondaga,Jamesville,3310 Apulia Road,42.93130057,-76.06360818,12/10/2021,Adult,Unknown,Unknown,Unknown,Unknown,11.9,8.900000000000001e-4,8e-4,0.0016,1e-4,1e-4,0,3.5999999999999997e-4,6.2e-4,4.5e-4,0,2.3e-4,2.6000000000000003e-4,0,0,2.3e-4,4.4e-4,5.4e-4,0,9.6e-4,1.6e-4,0,1.6e-4,5.7e-4,5.7e-4,0,6e-4,27.5,0.349,0,0,0,0,0,0,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0.169,0,0,0,0,0,0.074,0,0,0,1.06,0,0,0.098,0,0,0,0.169,0,0,0.783,0,0.161,1.23,0,0,0,0.143,0.12,0,0,0,0,0,0,0.705,1.91,0.112,0,0.153,0,0,0,0,0,0,0,0,0.072,0,0,0,0.107,0,0,0,0.206,0,0.279,0,0,0,0,1.18,0.269,0,0,0,0.077,0.064,0,0.06,0,0,1.87,0.281,0,0,0,0.545,0.037,0,0,0.166,0,3.43,0,0,0.214,0.077,0.159,0,0,0,0,0,0.09,0,0.83,0.107,0.107,0,0.089,0,0,0.163,0.114,0.034,1.26,1.11,0.359,0,0,0,0,0.051,0,0.143,1.11,0.239,0.867,0,0,1.15,0,0,0.129,0,0,0.94,0,0.234,0,0,0,8.7,0,11.8,14.7,0.349,0.545,4.25,7.26,0,1.17,3.26,4.55,3.7,2.46,0,0,0,0.083,4.85,0,0,0,0,0.397,0,0,0,0,0.773,0.123,0.076,0.491,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0.2,0,0.142,0,0,0,0,0,0.097,0,0,0.689,0,0.137,3.87,0,0,0,0.128,0.135,0
190-1B,Y,Y,Y,Y,MALL,M,NY,60,3,Onondaga,Jamesville,3310 Apulia Road,42.93130057,-76.06360818,12/10/2021,Adult,Unknown,Unknown,Unknown,Unknown,8.1,5e-4,4.5e-4,8.7e-4,5.6e-5,5.6e-5,0,1.2e-4,1e-4,2.4e-4,3.8e-4,8.5e-5,3.1e-4,5e-4,0,3.1e-4,1.7999999999999998e-4,1.6e-4,0,0,0,0,0,2e-4,2e-4,0,5.200000000000001e-4,22.2,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0.044,0,0,0.219,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0.584,1.56,0.056,0,0.053,0,0,0.042,0,0,0.034,0,0,0.039,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0.634,0.356,0,0.031,0,0,0,0,0,0,0.047,2.39,0.076,0,0,0,0.606,0,0,0,0,0,4.28,0,0,0.232,0.071,0.152,0.05,0,0,0,0,0.139,0,0.854,0.097,0.121,0,0.028,0,0,0.116,0.092,0,2.33,1.14,0.448,0,0,0,0,0.054,0.03,0.174,0.748,0.168,1.07,0,0,1.12,0,0,0.123,0,0,0.815,0.116,0.336,0,0,0,0.452,0,6.34,21.8,0.463,0,5.43,8.43,0,1.27,3.06,2.94,0.518,0.119,0,0,0,7.36,331,12.6,0,0,0,1.13,0,0,0.224,0.107,0.28800000000000003,0.519,0.228,1.5,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0.21,0,0.168,0,0,0,0,0,0.374,0,0,0.287,0,0,2.62,0,0,0,0.184,0.221,0
197-1,Y,Y,Y,Y,ABDU,Unknown,PA,63/84,3,Bucks,"Falls Township, Morrisville",Penn Warner Club,40.12582756,-74.7907252,12/16/2021,Adult,1228.7,55.7,55.2,118.8,151,4.4e-4,3.5e-4,0.0013,0,2e-4,0,2.7e-4,9.4e-4,2.2e-4,0,1.2e-4,1.6e-4,1.5e-4,0,5.4e-4,2.5e-4,2.4e-4,6.8e-5,7.5e-5,0,0,0,5.200000000000001e-4,5.200000000000001e-4,0,0.0015,8.49,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0.067,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0.121,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0.079,0,0,0,0.407,0.108,0,0,0,0,0,0,0,0,0,0.786,0.166,0,0,0,0.24,0,0,0,0,0,1.28,0,0,0.053,0,0.055,0,0,0,0,0,0.042,0,0.192,0.049,0,0,0,0,0,0.085,0.055,0,0.528,0.415,0.164,0,0,0,0,0,0,0.046,0.167,0,0.481,0,0,0.447,0,0.067,0.126,0,0,0.651,0.139,0.287,0,0,0,0,0,4.07,5.3,0.723,0,1.53,2.73,0,1.08,1.12,1.05,0.257,0,0,0,0,0.132,3.11,0.024,0,0,0,0,0,0,0.235,0,0.461,0,0,0.118,0.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854,0,0.621,0,0,0,0,0.084,0.107,0,0,0.866,0,0.135,2.03,0,0,0,0.187,0.605,1.206
2,Y,Y,Y,Y,WODU,Unknown,NY,60,1,Wyoming,Arcade,5859 Stinson Road,42.61532964,-78.35637708,10/21/2021,Unknown,Unknown,Unknown,Unknown,Unknown,24.2,0,0,0,0,0,0,0,2.9e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0.08200000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0.188,0,0,0,0,0.077,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0.229,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0.415,0.757,0,0,0,0.208,0,0,0,0,0,0,3.542,0,0,0,0,0,0,0,0,0,0.072,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0.205,0,0,0,0,0,0
205-1,Y,Y,Y,Y,MALL,M,PA,64,1,Lancaster,Leola,308 Becker Road,40.13065285,-76.24999864,12/24/2021,Adult,1440,58,42.6,119,6.5,0.0014,0.0011,0.0034,2.7e-4,3.9e-4,2.8000000000000003e-4,7.6e-4,0.0019,5.7e-4,0,1.4e-4,5e-4,6e-4,0,3.7e-4,4.1e-4,5.5e-4,1.6e-4,0.0011,8.2e-4,0,8.2e-4,0.0012,0,1.4e-4,0.0038,17.8,0.503,0,0,0,0,0,0,0,0,0,0,0.25600000000000006,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.219,0,0,0,0,0.113,0,0,0,0,0,0,0.822,1.52,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.481,0,0.073,0,0,0,0,0,0,0.046,2.44,0.146,0,0,0,0.449,0,0,0,0,0,1.98,0,0,0.3,0.09,0.207,0.073,0,0,0,0,0.092,0,1.04,0.101,0.104,0,0.051,0,0,0.219,0.135,0,0.544,1.64,0.225,0,0,0,0,0,0,0.191,0.502,0.399,0.443,0,0,0.829,0,0.041,0.116,0,0.045,0.625,0,0.199,0,0,0,0.661,0,5.6,10.9,0.503,0,4.2,6.3,0,0.824,2.33,3.03,0.429,0.174,0,0,0.052,0.33,16.1,0.38,0,1.13,0.313,7.16,0,0,0,0,0.4330000000000001,0,0.999,10.7,11.6,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0.583,2.76,0,0,0,0.21,0,0.114,0,0,0.826,0,0.185,10.8,0,0,0,2.79,2.58,0.82
206-1,Y,Y,Y,Y,CAGO,Unknown,PA,63/84,3,Bucks,"Falls Township, Morrisville",Penn Warner Club,40.13107282,-74.78250565,12/24/2021,Adult,Unknown,Unknown,Unknown,Unknown,0,1.1e-4,0,1e-4,0,0,0,0,0,8.599999999999999e-5,0,0,0,0,0,0,1.4e-4,6.3e-5,0,0,0,0,0,2.6000000000000003e-4,0,0,0.0012,0.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522,0,0,0.087,0.257,0,0,0,0.134,0,0,0,0,0.098,0.756,12.1,0.797,0,0,0,0.776,0,0,0,0,0.55,0,1.42,2.39,1.13,0,0,0,0,0,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.101,0,0,0
209-1,Y,Y,Y,Y,MALL,M,PA,63/84,3,Bucks,"Falls Township, Morrisville",Penn Warner Club,40.13204318,-74.78880269,12/31/2021,Adult,1466.3,53.9,54.2,117.3,15.1,4.9e-4,2.1e-4,4.7e-4,8e-5,8e-5,1.1e-4,1.3000000000000002e-4,1.1e-4,2.3e-4,0,5.200000000000001e-4,0,0,1.2e-4,0,2.4e-4,1.9e-4,0,0,0,0,0,7.099999999999999e-4,0,0,0.00409999999999999,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.043,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0.11,0.218,0,0.059,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.041,0.084,0,0,0,0.116,0.055,0,0,0,0,0,0,0,0,0,0.507,0.209,0,0,0,0.159,0,0,0,0,0,0.717,0,0,0.048,0,0.047,0,0,0,0,0,0,0,0.346,0.033,0.057,0,0.034,0,0,0.06,0.031,0,0.355,0.345,0.079,0,0,0,0,0,0,0.064,0.986,0.287,0.386,0,0,0.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0,0,1.35,1.74,0,0,2.11,0.179,0.206,0,0,0,0,0.264,2.81,0.134,0,0,0,0,0,0,0.234,0,0.145,0,0.175,0.28,0.176,0,0,0,0,0,0.477,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,1.77,0,0,0,0,0,0.662,0.208,0.49,0,0,0,0.135,0,0.236,0,0,0.291,0,0.318,15.8,0.238,0,0,0.468,0.61,0.313
209-2,Y,Y,Y,Y,CAGO,Unknown,PA,63/84,3,Bucks,"Falls Township, Morrisville",Penn Warner Club,40.13204318,-74.78880269,12/31/2021,Adult,4988.8,56.8,91.1,129,0,2.7e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4e-4,0,0,0,0,0,0,2.5e-4,0,0,0.0015,5.29,0.242,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0.039,0,0,0,0,0,0,0.059,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0.128,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0.13,0.069,0,0,0,0,0,0,0,0,0,0.343,0.047,0,0,0,0.092,0,0,0,0,0,0.734,0,0,0.045,0,0.027,0,0,0,0,0,0.032,0,0.275,0,0,0,0,0,0,0,0,0,0.667,0.302,0.136,0,0,0,0,0,0,0,0.377,0.088,0.456,0,0,0.231,0,0,0,0,0,0.383,0,0.055,0,0,0,0,0,1.3,6.47,0.242,0,1.38,1.39,0,0.438,1.06,0.609,0.166,0,0,0,0,0.039,0.648,0.096,0,0,0,0,0,0,0,0,1.623,0,0.059,0.151,0.129,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905,0,0,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,0.74,0,0.162,2.45,0,0,0,0,0,0.097
21-1,Y,Y,Y,Y,WODU,M,NY,83,1,Cayuga,Mentz,Unknown,43.06034093,-76.63156686,10/3/2021,Adult,Unknown,Unknown,Unknown,Unknown,9,2.400000000000001e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9e-4,2.37,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0.182,0.027,0,0,0,0.056,0,0,0,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0.29,0.142,0,0,0,0,0,0,0,0,0.18,0,0.292,0,0,0.284,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,2.18,0.098,0,0.506,0.611,0,0.239,0.756,0.156,0,0,0,0,0.022,1.4,70.27199999999999,0.386,0,0,0,0,0,0,0,0,0.148,7.55,0.245,0.489,4.1930000000000005,0,0,0,0,0,0.666,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,6.57,0,0,0,1.14,0,0.399,0,0.077,0,0,0,0,0,0,0,0,0.357,0,0.127,1.08,0,0,0,0,0,0
210-1,Y,Y,Y,Y,CAGO,Unknown,PA,67,1,Huntingdon,Orbisonia,442 Ridgley Street,40.24339,-77.89381,12/31/2021,Adult,Unknown,Unknown,Unknown,Unknown,0,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7e-4,0,0,1.7e-4,0,0,0,2.5e-4,2.5e-4,0,0.0013,0.268,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0.133,0,0,0,0.044,0,0,0,0,0,0.098,2.24,0.064,0,0,0,0,0,0,0,0,0,0,0,0.062,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0
213-2,Y,Y,Y,Y,CAGO,Unknown,PA,61/62,1,Lawrence,"New Castle, Mahoningtown",Cherry Street Bridge,40.9744959,-80.3630094,1/4/2022,Adult,Unknown,Unknown,Unknown,Unknown,0,1.3e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6e-4,0,0,0,0,0,0,0,0,0,0,4.2e-4,43,0.253,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0.272,0,0,0.069,0,0,0,0,0.042,0,0,0,0,0,0,0.524,1.53,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0.28,0.485,0,0,0,0,0,0,0,0,0,3.28,0.182,0,0,0,1.1,0,0,0,0,0,8.83,0,0.073,0.33,0.113,0.149,0.123,0,0.075,0,0,0.24,0,3.1,0.491,0.206,0,0,0.096,0,0.259,0.159,0,7.9,3.6,1.85,0,0,0,0,0.112,0.12,0.541,1.88,0.604,2.02,0,0,1.35,0,0.125,0.121,0,0,0.413,0.077,0.087,0,0,0,0.232,0,2.8,77.1,0.253,0,18.3,14.9,0,0.5,6.1,2.44,0.428,0.061,0,0,0.017,0.371,5.64,0.149,0,0,0,0,0,0,0.211,0,0.173,0,0.047,0.068,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0.145,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0.141,0,0,0,0,0,0
216-1,Y,Y,Y,Y,CAGO,Unknown,PA,61/62,3,Erie,Greenfield Township,Wildman Road,42.09105897,-79.83033892,1/6/2022,Adult,Unknown,Unknown,Unknown,Unknown,4.3,2.9e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9e-4,0,0,0,0.395,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0.151,0.244,0,0,0,0,0,0,0,0,0,0.025,0.559,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0
219-01,Y,Y,Y,Y,ABDU,Unknown,PA,61/62,1,Lawrence,"Mahoning Towship, Hillsville","Mahoning River, Hillsville",41.02863733,-80.51084048,1/10/2022,Adult,Unknown,Unknown,Unknown,Unknown,102,0.0015,0.0019,0.0035,2.5e-4,2.5e-4,0,4.9e-4,4.9e-4,8.7e-4,8.7e-4,0,1.7999999999999998e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,110,0.568,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0.092,0,0,0,0,0,0,0,0,0.104,0,0,0,0.3,0,0,0.16,0,0,0,0.244,0,0,0.696,0,0.073,0.908,0,0,0.147,0,0.067,0,0,0,0,0,0,1.05,3.48,0.173,0.282,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,0,0.266,0.357,0,0,0,1.37,0.724,0,0.142,0,0,0,0,0.248,0.053,0.134,7.77,2.38,0,0.283,0,2.48,0,0,0,0.564,0,18.2,0,0,0.862,0.198,0.64,0.32,0,0.149,0,0,0.488,0,6.82,0.701,0.581,0,0.579,0.075,0.05,0.795,0.412,0.11,18.3,8.11,4.05,0,0.073,0,0,0.248,0.182,0.811,5.14,1.78,6.74,0.193,0.082,4.22,0,0.148,0.27,0,0.225,1.5,0.287,0.389,0,0,0,4.76,0,13.7,175,0.568,0,41.7,35.6,0,2.18,18.2,7.83,2.7,1.25,0,0,0,0.092,12.1,0,0,0.187,0,0,0,0,0,0,0.44,0.19,0.195,0.825,0.677,0,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.085,0.312,0,0,0,0,0,0.176,0,0,0.337,0,0.103,3.09,0.102,0,0,0.232,0.379,0.349
26-2,Y,Y,Y,Y,MALL,M,NY,83,3,St. Lawrence,Waddington,Unknown,44.88078471,-75.16328202,10/7/2021,Adult,Unknown,Unknown,Unknown,Unknown,16.2,4.3e-4,4.7e-4,4.7e-4,0,0,0,0,0,3.8e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8000000000000003e-4,0,0,6.48,0.088,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0.316,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0.295,0.668,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0.34,0.096,0,0,0,0,0,0,0,0,0,0.754,0.081,0,0,0,0.215,0,0,0,0,0,1.06,0,0,0.054,0,0.056,0,0,0,0,0,0.035,0,0.181,0,0.039,0,0,0,0,0.066,0.036,0,0.341,0.339,0.087,0,0,0,0,0,0,0.044,0.102,0,0.155,0,0,0.183,0,0,0,0,0,0.113,0,0,0,0,0,1.19,0,3.4,3.65,0.088,0,1.1,2.35,0,0.113,0.338,1.37,0.817,0.313,0,0,0,0,1.672,0,0,0,0,0,0,0,0,0,0.205,0.167,0.048,0.139,0.28600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0.248,0,0,0,0,0,0.13,0,0,1.49,0,0,8.91,0,0,0,0.106,0,0.4149999999999999
