ID,Hg_test,dioxin_test,PCBOCP_test,PFAS_test,species,sex,state,ecoregion,sample_group,county,town,address,latitude,longitude,harvest_date,age,weight_(g),culmen_(mm),tarsus_(mm),head_length_(mm),Hg,TEQ,TCDF_2378,TCDF_Total,TCDD_2378,TCDD_Total,PeCDF_12378,PeCDF_23478,PeCDF_Total,PeCDD_12378,PeCDD_Total,HxCDF_123478,HxCDF_123678,HxCDF_234678,HxCDF_123789,HxCDF_Total,HxCDD_123478,HxCDD_123678,HxCDD_123789,HxCDD_Total,HpCDF_1234678,HpCDF_1234789,HpCDF_Total,HpCDD_1234678,HpCDD_Total,OCDF,OCDD,TPCBs,10PCB209,1PCB1,1PCB2,1PCB3,2PCB11,2PCB12+13,2PCB14,2PCB15,2PCB4+10,2PCB5+8,2PCB6,2PCB7+9,3PCB16+32,3PCB17,3PCB18,3PCB19,3PCB20+21+33,3PCB22,3PCB23+34,3PCB24+27,3PCB25,3PCB26,3PCB28,3PCB29,3PCB30,3PCB31,3PCB35,3PCB36,3PCB37,3PCB38,3PCB39,4PCB40,4PCB41+64+68+71,4PCB42+59,4PCB43+49,4PCB44,4PCB45,4PCB46,4PCB47+48+75,4PCB50,4PCB51,4PCB52+73,4PCB53,4PCB54,4PCB55,4PCB56+60,4PCB57,4PCB58,4PCB61+74,4PCB62+65,4PCB63,4PCB66+80,4PCB67,4PCB69,4PCB70+76,4PCB72,4PCB77,4PCB78,4PCB79,4PCB81,5PCB100,5PCB103,5PCB104,5PCB105+127,5PCB106+118,5PCB107+109,5PCB110,5PCB111+117,5PCB112,5PCB113,5PCB114,5PCB119,5PCB122,5PCB123,5PCB124,5PCB125,5PCB126,5PCB82,5PCB83+108,5PCB84,5PCB85+120,5PCB86+97,5PCB87+115+116,5PCB88+121,5PCB89+90+101,5PCB91,5PCB92,5PCB93+95,5PCB94,5PCB96,5PCB98+102,5PCB99,6PCB128,6PCB129,6PCB130,6PCB131+142,6PCB132+168,6PCB133,6PCB134+143,6PCB135+144,6PCB136,6PCB137,6PCB138+163+164,6PCB139+149,6PCB140,6PCB141,6PCB145,6PCB146,6PCB147,6PCB148,6PCB150,6PCB151,6PCB152,6PCB153,6PCB154,6PCB155,6PCB156,6PCB157,6PCB158+160,6PCB159,6PCB161,6PCB162,6PCB165,6PCB166,6PCB167,6PCB169,7PCB170+190,7PCB171,7PCB172+192,7PCB173,7PCB174+181,7PCB175,7PCB176,7PCB177,7PCB178,7PCB179,7PCB180,7PCB182+187,7PCB183,7PCB184,7PCB185,7PCB186,7PCB188,7PCB189,7PCB191,7PCB193,8PCB194,8PCB195,8PCB196+203,8PCB197,8PCB198,8PCB199,8PCB200,8PCB201,8PCB202,8PCB204,8PCB205,9PCB206,9PCB207,9PCB208,Aroclor 1016,Aroclor 1221,Aroclor 1232,Aroclor 1242,Aroclor 1248,Aroclor 1254,Aroclor 1260,DecaCB,Total DiCB,Total HeptaCB,Total HexaCB,Total MonoCB,Total NonaCB,Total OctaCB,Total PentaCB,Total TetraCB,Total TriCB,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Aldrin,"Chlordane, alpha (cis)","Chlordane, gamma (trans)","Chlordane, oxy-","HCH, alpha","HCH, beta","HCH, gamma",Heptachlor,Hexachlorobenzene,Mirex,"Nonachlor, cis-","Nonachlor, trans-",Dieldrin,Endosulphan Sulphate,Endrin,Endrin Aldehyde,Endrin Ketone,"HCH, delta",Heptachlor Epoxide,Methoxychlor,alpha-Endosulphan,beta-Endosulphan,11Cl-PF3OUdS,3:3 FTCA,4:2 FTS,5:3 FTCA,6:2 FTS,7:3 FTCA,8:2 FTS,9Cl-PF3ONS,ADONA,EtFOSAA,HFPO-DA,MeFOSAA,N-EtFOSA,N-EtFOSE,N-MeFOSA,N-MeFOSE,NFDHA,PFBA,PFBS,PFDA,PFDS,PFDoA,PFDoS,PFEESA,PFHpA,PFHpS,PFHxA,PFHxS,PFMBA,PFMPA,PFNA,PFNS,PFOA,PFOS,PFOSA,PFPeA,PFPeS,PFTeDA,PFTrDA,PFUnA
96-2,N,Y,Y,Y,AGWT,F,NY,83,2,Scoharie,Sharon,White Road,42.78977208,-74.54596062,10/23/2021,Adult,Unknown,Unknown,Unknown,Unknown,NA,1.1e-4,0,2e-4,0,0,0,0,0,0,0,1.5e-4,1.7999999999999998e-4,1.7999999999999998e-4,2.2e-4,3.9e-4,2.3e-4,0,0,0,6.7e-4,0,0,3.9e-4,4.5e-4,0,0.001,3.25,0.071,0,0,0,0,0,0,0,0,0,0,0.07400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.075,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.113,0,0,0,0,0,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0.312,0.202,0.078,0,0,0,0,0,0,0,0.106,0,0.146,0,0,0.115,0,0,0,0,0,0.153,0,0,0,0,0,0,0,1.43,3.15,0.071,0,0.727,1.38,0,0.153,0.261,0.573,0.086,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0.159,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,0,0,0,0,0,0,1.33,0.111,0,0,0,0,0.249,0.483,0.187,0,0,0,0,0,0,0,0,0.417,0,0,1.07,0,0,0,0.092,0.257,0.296
98-1,Y,Y,Y,Y,WODU,M,PA,60,2,Tioga,Lawrence Township,Tioga-Hammond Reservoir,41.94161951,-77.19578955,10/23/2021,Adult,Unknown,Unknown,Unknown,Unknown,0,3.3e-5,0,0,0,0,0,0,0,0,0,1e-4,0,1.4e-4,0,1.7e-4,0,0,0,0,5.5e-4,0,0,3e-4,8.2e-4,0,7.3e-4,0.356,0,0,0,0,0,0,0,0,0,0,0,0.08600000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0.744,0,0,0.124,0.232,0,0,0,0,0,0,0,0,0,0,0.313,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,0.14,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0.137,0,0,0.191,0,0,0,0,0,0
998-1,Y,Y,Y,Y,AGWT,M,NY,83,3,Jefferson,Perch River,Perch River WMA Lower Pool,44.07455309,-75.99679479,10/3/2021,Adult,Unknown,Unknown,Unknown,Unknown,162,2e-4,1.4e-4,0.006,0,8.8e-4,0,6.900000000000001e-5,0,1.2e-4,0,1.4e-4,0,0,0,0,3.5e-4,0,0,3.5e-4,0,0,0,0,0,0,0.001,8.78,1.13,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0.105,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0.111,0.324,0,0,0,0,0,0,0,0,0,1.05,0.301,0.142,0,0,0,0,0,0,0,0.6,0.101,0.805,0,0,0.528,0,0,0,0,0,1.49,0.147,0.37,0,0,0,0,0,0,9.1,1.13,0,1.82,1.63,0,2.01,1.93,0.267,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,1.21,0.102,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0.166,0,0,0,0,0,0,0,0,0.662,0,0,1.05,0,0,0,0,0.257,0.28200000000000003
999-1,Y,Y,Y,Y,ABDU/MALL,F,PA,64,1,Lancaster,Brownstown,Becker Road,40.12628109,-76.24761643,11/25/2021,Unknown,1150,50.3,48.6,105.9,15.1,0.0017,0.0011,0.0028,4.6e-4,7.9e-4,3.1e-4,0.0012,0.0019,4.1e-4,0,2.1e-4,3.2e-4,0.0015,0,0.0018,4.2e-4,5.1e-4,0,4.2e-4,0,0,0,0.001,0.001,0,0.0047,25.7,0.545,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0.164,0,0,0,0,0.16,0,0,0,0,0,0,0.73,1.62,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0.458,0.593,0,0,0,0,0,0,0,0,0,3.1,0.177,0,0,0,0.481,0,0,0,0,0,2.91,0,0,0.345,0.125,0.197,0.112,0,0,0,0,0.168,0,1.68,0.191,0.091,0,0,0,0,0.155,0.088,0,2.02,2.56,0.401,0,0,0,0,0.059,0.05,0.311,1.06,0.67,1.21,0,0,1.51,0,0,0.081,0,0.077,0.88,0,0.221,0,0,0,0.407,0,4.58,24.6,0.545,0,7.61,8.21,0,1.1,4.61,2.9,0.587,0.107,0,0,0,0.069,13,0,0,0.772,0.183,5.03,0,0,0,0,0.236,0,0.616,4.21,4.78,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0.757,0.617,2.1,0,0,0,0.166,0,0.111,0,0,0.47,0,0.185,8.18,0,0,0,2.43,1.93,0.574
CTABD01,Y,Y,Y,Y,ABDU,M,CT,58,1,Litchfield,Riverton,Hogsback Reservoir,42.00365732,-73.03144978,11/17/2021,Unknown,1316,59,61,121,117,5.3e-4,0.0011,0.0034,8e-5,9.5e-5,1.3000000000000002e-4,3.7e-4,5.4e-4,1.3000000000000002e-4,1.3000000000000002e-4,8.9e-5,9.2e-5,3.8e-4,0,9.2e-5,2.4e-4,1.3000000000000002e-4,0,3.5999999999999997e-4,3.5999999999999997e-4,0,3.5999999999999997e-4,2.1e-4,4.9e-4,1.3000000000000002e-4,5.200000000000001e-4,17.3,0.292,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0.359,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0.218,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0.424,0,0,0,0,0,4.05,0,0,0.19,0,0,0,0,0,0,0,0.136,0,0.955,0.093,0.079,0,0,0,0,0.071,0.082,0,2.37,0.832,0.429,0,0,0,0,0.055,0,0.093,0.816,0.242,0.946,0,0,0.677,0,0,0,0,0,0.532,0,0,0,0,0,0.372,0,3.54,22.5,0.292,0,4.91,6.6,0,0.532,2.68,1.86,0.348,0.098,0,0,0,0.057,7.74,0,0,0,0,0,0,0,0.208,0,1.32,0.229,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0,0.2,0,0,0,0,0,0.097,0,0,0.579,0,0,2.83,0,0,0,0.125,0.219,0.08099999999999999
CTABD02,Y,Y,Y,Y,ABDU,M,CT,59,2,New Haven,Milford,Nells Island,41.1843685,-73.11634804,11/17/2021,Unknown,1452,59,60,119,170,7.700000000000001e-4,0.0022,0.0057,0,6.4e-4,1.9e-4,5e-4,5e-4,3.2e-4,0,0,0,2.1e-4,0,0.0014,2.4e-4,1.7999999999999998e-4,0,0,0,0,0,3.3e-4,3.3e-4,2.4e-4,0.0011,44.4,0.268,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0.084,0,0,0,0,0,0,0,0,0.3,0,0,0,0.872,0,0,0.443,0,0,0,0.233,0,0,0.922,0,0,1.2,0,0,0.231,0,0,0,0,0,0,0,0,1,2.83,0.264,0.512,0,0,0,0,0.125,0,0,0,0,0.111,0,0,0,0.468,0,0.481,0,1.13,0.064,0.304,0.407,0,0,0,2.16,0.467,0,0.156,0,0.14,0.133,0,0.143,0,0.142,4.59,1.3,0,0.242,0,1.18,0.113,0,0,0.288,0,6.42,0.128,0,0.252,0.105,0.361,0.091,0,0,0,0,0.186,0,0.947,0.206,0.195,0,0.361,0,0,0.483,0.282,0,2.91,2.23,0.695,0,0,0,0,0.052,0,0.203,0.798,0.258,1.29,0,0,1.15,0,0.126,0.344,0,0,0.465,0,0.205,0,0,0,4.2,0,26.4,27.3,0.268,0,8.31,16.2,0,0.67,3.97,9.68,4.2,1.1,0,0,0,0.862,5.27,0.578,0,0.238,0,0.762,0,0,0,0,1.32,0,0.454,1.32,1.49,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0.1,0.3,0,0,0,0,0,0.149,0,0,2.37,0,0.106,3.29,0,0,0,0.244,0.432,0.38
CTABD03,N,Y,Y,Y,ABDU,Unknown,CT,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,NA,1.7999999999999998e-4,0,0,0,0,0,0,0,0,0,5e-4,3.9e-4,4e-4,3e-4,0.0025,0,0,0,0,0.0014,0,0.002,8.399999999999999e-4,0,0.0011,0.0014,1.48,0.182,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.169,0,0,0,0,0.049,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0.241,0.102,0.052,0,0,0,0,0,0,0,0.099,0,0.139,0,0,0.119,0,0,0,0,0,0.19,0,0.068,0,0,0,0,0,0,2.2,0,0,0.468,0.577,0,0.19,0,0.246,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0.184,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0
CTAGWT1,Y,Y,Y,Y,AGWT,F,CT,58,1,Litchfield,Riverton,Hogsback Reservoir,42.00365732,-73.03144978,11/18/2021,Unknown,379,48,40,82,83.2,1.5e-4,4e-4,0.0028,0,7.9e-4,0,1.5e-4,7e-4,0,0,0,0,2.1e-4,1.7e-4,6e-4,3.1e-4,0,0,3.1e-4,0,0,0,2.1e-4,0,0,7.5e-4,5.84,0.119,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0.205,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.134,0,0,0,0,0,0,0,0,0,0.878,0.109,0,0,0,0.212,0,0,0,0,0,1.28,0,0,0.077,0,0.059,0,0,0,0,0,0.046,0,0.205,0.042,0,0,0.04,0,0,0.064,0.058,0,0.502,0.503,0.144,0,0,0,0,0,0,0.044,0.185,0,0.245,0,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,5.11,0.119,0,1.6,2.69,0,0,0.245,1.07,0.114,0,0,0,0,0,5.16,0,0,0,0,0,0,0,0.233,0,0.632,0,0.049,0.424,0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0.495,0,0.48,0,0,0,0,0,0,0,0,0.434,0,0.872,2.17,0,0,0,0.663,1.22,0.305
CTAGWT2,Y,Y,N,Y,AGWT,Unknown,CT,59,2,Hartford,Wethersfield,Unknown,41.70711368,-72.62240532,10/14/2021,Unknown,Unknown,Unknown,Unknown,Unknown,32.099999999999994,6.6e-4,4.3e-4,3.5e-4,0,0,0,4.1e-4,3.7e-4,3.2e-4,0,5.899999999999999e-4,3.5e-4,3.5999999999999997e-4,2.4e-4,0.0033,0,0,0,0,0.0013,0,0.0013,7.3e-4,9e-4,6.1e-4,0.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0.94,0,0,0,0,0,0.835,0,0.418,0,0,0,0.095,0,0.175,0,0,1.08,0,0,8.95,0,0,0,0.327,0.393,0.72
CTAGWT3,Y,Y,N,Y,AGWT,M,CT,59,2,New Haven,Milford,Nells Island,41.1843685,-73.11634804,11/17/2021,Unknown,410,39,39,83,104,4.9000000000000005e-5,2.4e-4,0.0027,0,0.0012,0,0,0,0,0,0,0,0,0,0,2.3e-4,0,0,0,0,0,3.9e-4,1.6e-4,2.8000000000000003e-4,0,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0,0.318,0,0,0,0,0,0.56,0,0,0.506,0,0,3.66,0,0,0,0.149,0.37,0.471
CTCAG01,Y,Y,Y,Y,CAGO,M,CT,59,2,New London,Lebanon,Unknown,41.6361364,-72.21289822,10/11/2021,Unknown,4812,55,96,128,0,1.4e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-4,0,0,0,0,0,0,2.5e-4,2.5e-4,0,0.0014,2.84,0.293,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0.087,0,0,0,0,0,0.802,0,0,0.08,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0.461,0.196,0.101,0,0,0,0,0,0,0,0.189,0,0.2,0,0,0.15,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0,4.83,0.293,0,1,1.11,0,0,0.2,0.237,0,0,0,0,0,8.87,36.6,9.29,0,0,0,0,0,0,0,0,0.143,0,0.394,0.636,0.666,0,0,0,0,0,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,0.111,0,0,0.1,0,0,0,0,0.227,0,0.08,0,0,0,0,0,0,0,0,0.179,0,0,0.703,0,0,0,0,0,0.1
CTCAG02,Y,Y,Y,Y,CAGO,M,CT,59,3,Windham,Putnam,Unknown,NA,NA,10/13/2021,Unknown,4653,55,94,119,0,2.9999999999999997e-5,0,0,0,0,0,0,0,0,0,0,0,1.4e-4,0,0,1.6e-4,0,0,1.6e-4,0,0,0,0,0,0,3.8e-4,1.31,0.257,0,0,0,0,0,0,0,0,0,0,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0.207,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,1.79,0.257,0,0.39,0.399,0,0.165,0,0.096,0,0,0,0,0,1.3,4.64,0.204,0,0,0,0,0,0,0,0,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTCAG03,Y,Y,Y,Y,CAGO,M,CT,59,1,Tolland,Andover,Unknown,41.73725705,-72.37036,12/28/2021,Unknown,11313,54,96,124,0,4.7e-4,0,0,2.3e-4,0,0,3.3e-4,0,0,0,6.7e-4,2.6000000000000003e-4,2.8000000000000003e-4,0,0.0014,0,0,0,0,8.3e-4,0,0,5.5e-4,6.1e-4,0,0.0014,3.35,0.457,0,0,0,0,0,0,0,0,0,0,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0.075,0,0,0,0,0,0,0.098,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0.123,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0.431,0.095,0,0,0,0.103,0,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.287,0.172,0,0,0,0,0,0,0,0,0.093,0,0.159,0,0,0.135,0,0,0,0,0,0.282,0,0.139,0,0,0,0,0,1.99,2.56,0.457,0,0.599,1.1,0,0.421,0,0.432,0.333,0,0,0,0,0.308,14.9,0.249,0,0,0,0,0,0,0,0,0.295,0,0.18,0.305,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0.171,0,0.183,0,0,0,0,0,0.332,0,0,0.217,0,0,4.34,0,0,0,0.119,0,0
CTMALL1,Y,Y,Y,Y,MALL,F,CT,59,2,Middlesex,East Haddam,Moodus Reservoir,41.50357485,-72.40353597,10/14/2021,Unknown,1349,54,57,120,15.6,1.1e-4,1.7e-4,0,0,0,0,9.9e-5,9.9e-5,0,0,0,0,2.1e-4,1.5e-4,1.5e-4,2.4e-4,0,0,2.4e-4,0,0,0,2.6000000000000003e-4,2.6000000000000003e-4,0,9.5e-4,4.25,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0.406,0,0,0,0,0.139,0,0,0,0,0,0.893,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0.201,0.324,0,0,0,0,0,0,0,0,0.286,0.141,0.243,0,0,0.406,0,0,0,0,0,0.342,0,0,0,0,0,0,0,0,2.69,0.321,0,0.773,1.44,0,0.342,1.08,0.297,0,0,0,0,0,0,1.38,0,0,0,0,0.981,0,0,0,0,0.327,0,0.063,0.365,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0.135,0,0.387,0,0,0,0,0,0,0,0,0.124,0,0,0.927,0,0,0,0.426,0.397,0.141
