ID,HQ_TPCB,CR_TPCB,EPA_CR_TPCB,TPCBs,10PCB209,1PCB1,1PCB2,1PCB3,2PCB11,2PCB12+13,2PCB14,2PCB15,2PCB4+10,2PCB5+8,2PCB6,2PCB7+9,3PCB16+32,3PCB17,3PCB18,3PCB19,3PCB20+21+33,3PCB22,3PCB23+34,3PCB24+27,3PCB25,3PCB26,3PCB28,3PCB29,3PCB30,3PCB31,3PCB35,3PCB36,3PCB37,3PCB38,3PCB39,4PCB40,4PCB41+64+68+71,4PCB42+59,4PCB43+49,4PCB44,4PCB45,4PCB46,4PCB47+48+75,4PCB50,4PCB51,4PCB52+73,4PCB53,4PCB54,4PCB55,4PCB56+60,4PCB57,4PCB58,4PCB61+74,4PCB62+65,4PCB63,4PCB66+80,4PCB67,4PCB69,4PCB70+76,4PCB72,4PCB77,4PCB78,4PCB79,4PCB81,5PCB100,5PCB103,5PCB104,5PCB105+127,5PCB106+118,5PCB107+109,5PCB110,5PCB111+117,5PCB112,5PCB113,5PCB114,5PCB119,5PCB122,5PCB123,5PCB124,5PCB125,5PCB126,5PCB82,5PCB83+108,5PCB84,5PCB85+120,5PCB86+97,5PCB87+115+116,5PCB88+121,5PCB89+90+101,5PCB91,5PCB92,5PCB93+95,5PCB94,5PCB96,5PCB98+102,5PCB99,6PCB128,6PCB129,6PCB130,6PCB131+142,6PCB132+168,6PCB133,6PCB134+143,6PCB135+144,6PCB136,6PCB137,6PCB138+163+164,6PCB139+149,6PCB140,6PCB141,6PCB145,6PCB146,6PCB147,6PCB148,6PCB150,6PCB151,6PCB152,6PCB153,6PCB154,6PCB155,6PCB156,6PCB157,6PCB158+160,6PCB159,6PCB161,6PCB162,6PCB165,6PCB166,6PCB167,6PCB169,7PCB170+190,7PCB171,7PCB172+192,7PCB173,7PCB174+181,7PCB175,7PCB176,7PCB177,7PCB178,7PCB179,7PCB180,7PCB182+187,7PCB183,7PCB184,7PCB185,7PCB186,7PCB188,7PCB189,7PCB191,7PCB193,8PCB194,8PCB195,8PCB196+203,8PCB197,8PCB198,8PCB199,8PCB200,8PCB201,8PCB202,8PCB204,8PCB205,9PCB206,9PCB207,9PCB208,Aroclor 1016,Aroclor 1221,Aroclor 1232,Aroclor 1242,Aroclor 1248,Aroclor 1254,Aroclor 1260,DecaCB,Total DiCB,Total HeptaCB,Total HexaCB,Total MonoCB,Total NonaCB,Total OctaCB,Total PentaCB,Total TetraCB,Total TriCB
10,0.231,9.26e-6,3.44e-6,24.8,0.265,0,0,0,0,0,0,0.127,0,0,0,0.134,0,0,0,0,0,0,0,0,0.021,0.094,0.61,0,0,0.271,0,0,0.083,0,0,0,0.203,0,0.316,0.085,0,0,0.462,0,0,0.442,0,0,0,0.055,0,0,0.604,0,0.078,0.372,0,0,0.128,0,0.18,0,0,0,0,0,0,0.902,2.26,0.045,0.172,0.129,0,0,0.073,0.027,0,0,0,0,0.032,0,0,0,0.128,0,0.063,0,0.237,0.043,0.084,0.167,0,0,0,0.515,0.25,0,0,0,0.053,0,0,0,0,0,1.32,0.261,0,0.046,0,0.58,0,0,0,0.087,0,3.76,0,0,0.276,0.08,0.101,0.044,0,0,0,0,0.123,0,1.16,0.089,0.12,0,0.072,0,0,0.073,0.072,0,0.922,1.05,0.299,0,0,0,0,0.054,0,0.169,1.47,0.436,0.834,0,0,1.17,0,0,0.076,0,0.06,0.488,0,0.128,0,0,0,3.35,0,5.78,14.3,0.265,0.127,4.08,6.98,0,0.616,3.99,4.76,2.93,1.08
11-1,0.0105,4.22e-7,1.57e-7,1.13,0,0,0,0,0,0,0,0,0,0,0,0.7160000000000001,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0.037,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0.048,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0.111,0.075,0,0,0,0,0,0,0,0,0.073,0,0.07,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0.67,0.936,0,0,0.231,0.453,0,0,0.058,0.228,0.111,0.046
11-2,0.148,5.94e-6,2.2e-6,15.9,1.42,0,0,0,0,0,0,0,0,0,0,0.21199999999999997,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0.297,0.895,0.04,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0.354,0.131,0,0,0,0,0.061,0,0,0,0,0.915,0,0,0,0,0.629,0,0,0,0,0,2.87,0,0,0.113,0.057,0.06,0.05,0,0,0,0,0.074,0,0.349,0.038,0.065,0,0,0,0,0.077,0.093,0,0.338,1.11,0.232,0,0,0,0,0.031,0,0.086,0.513,0.106,0.517,0.064,0,1.18,0,0.106,0.306,0,0,1.64,0.091,0.889,0,0,0,0,0,3.54,5.51,1.42,0,2.42,4.96,0,2.62,2.69,1.59,0.146,0.049
21-1,0.0221,8.85e-7,3.28e-7,2.37,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0.182,0.027,0,0,0,0.056,0,0,0,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0.29,0.142,0,0,0,0,0,0,0,0,0.18,0,0.292,0,0,0.284,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,2.18,0.098,0,0.506,0.611,0,0.239,0.756,0.156,0,0
26-2,0.0605,2.42e-6,8.98e-7,6.48,0.088,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0.316,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0.295,0.668,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0.34,0.096,0,0,0,0,0,0,0,0,0,0.754,0.081,0,0,0,0.215,0,0,0,0,0,1.06,0,0,0.054,0,0.056,0,0,0,0,0,0.035,0,0.181,0,0.039,0,0,0,0,0.066,0.036,0,0.341,0.339,0.087,0,0,0,0,0,0,0.044,0.102,0,0.155,0,0,0.183,0,0,0,0,0,0.113,0,0,0,0,0,1.19,0,3.4,3.65,0.088,0,1.1,2.35,0,0.113,0.338,1.37,0.817,0.313
34-1,0.0881,3.52e-6,1.31e-6,9.44,0.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0.186,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0.104,0,0,0,0,0,0,0,0,0,0.572,0,0,0,0,0.178,0,0,0,0,0,1.04,0,0,0.068,0,0,0,0,0,0,0,0.05,0,0.292,0,0.068,0,0,0,0,0,0,0,1.09,0.588,0.153,0,0,0,0,0,0,0.055,0.653,0,1.12,0,0,0.901,0,0,0,0,0,0.879,0.113,0.171,0,0,0,0,0,1.57,9.21,0.382,0,2.18,2.01,0,1.16,2.67,0.864,0.139,0.031
37-2,0.0303,1.21e-6,4.5e-7,3.25,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0.121,0,0,0,0,0,0.821,0,0,0.058,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0.428,0.192,0.087,0,0,0,0,0,0,0,0.138,0,0.198,0,0,0.165,0,0,0,0,0,0.165,0,0.077,0,0,0,0,0,1.1,3.6,0,0,0.792,1.42,0,0.165,0.198,0.584,0.074,0.019
41-1,0.00446,1.78e-7,6.63e-8,0.478,0,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0.1,0.275,0,0,0,0.08,0,0.023
46-1,0.0147,5.9e-7,2.19e-7,1.58,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0.082,0,0,0,0,0,0.544,0.05,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0.326,0.143,0.063,0,0,0,0,0,0,0,0.138,0,0.172,0,0,0.13,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,2.91,0.076,0,0.628,0.741,0,0,0.13,0,0,0
49-1,0.00271,1.08e-7,4.02e-8,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0.104,0.186,0,0,0,0,0,0
1 NY,0.19,7.62e-6,2.83e-6,20.4,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0.041,0,0,0.196,0,0,0.171,0,0,0,0,0.029,0,0,0,0,0,0,0.507,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.344,0.287,0,0,0,0,0.05,0,0,0,0,1.96,0.102,0,0,0,0.587,0,0,0,0,0,5.16,0,0,0.281,0.077,0.116,0.053,0,0,0,0,0.198,0,1,0.108,0.08,0,0,0,0,0.077,0.053,0,2.75,1.17,0.517,0,0,0,0,0.041,0,0.142,0.553,0.183,0.834,0,0,0.615,0,0,0,0,0,0.318,0,0.135,0,0,0,0.464,0,3.44,25.6,0.314,0,5.82,8.82,0,0.453,2,2.45,0.443,0.122
53-1,1.9,7.62e-5,2.83e-5,204,1.94,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0.398,0,0,0,0.193,0,0,0,0,0,0.649,0,0,0,0,0,0,0.765,0,0,4.78,0,0.442,3.13,0,0,0,0.153,0.765,0,0,0,0,0,0,6.93,15.9,0.652,0,0.735,0,0,0.511,0,0,0.201,0,0,0.592,0,0,0,0.217,0,0.359,0,0.342,0,0.206,0,0,0,0,5.67,2.88,0.09,0.327,0,0,0.585,0,0,0,0.319,17.2,0.419,0,0,0,5.8,0.229,0,0,0.104,0,34.1,0.084,0,2.72,0.764,1.54,0.48,0,0.275,0,0.148,1.23,0,9.99,0.926,1.37,0,0.153,0.19,0,1.59,1.37,0,13.3,12.9,4.02,0,0,0,0,0.521,0.152,1.76,10.3,2.61,7.51,0.2,0.202,10.2,0,0.35,0.991,0,0.397,4.54,0.318,1.32,0,0,0,9.61,0,60.3,164,1.94,0.195,48.2,69.3,0,6.18,32.8,31.7,10.9,2.93
57-1,0.777,3.11e-5,1.15e-5,83.2,0.907,0,0,0,0,0,0,0,0,0,0,0.10400000000000004,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,0,0.055,0,0,0,0,0,0,0.08,0,0,2.2,0,0.168,0.289,0,0,0,0,0.563,0,0,0,0,0,0,4.29,12.2,0.104,0,0.29,0,0,0.349,0,0,0,0,0,0.174,0,0,0,0.225,0,0,0,0.073,0,0,0,0,0,0,1.19,1.15,0,0.048,0,0,0.245,0,0.047,0,0,4.52,0.112,0,0,0,2.9,0.047,0,0,0,0,17.4,0.06,0,2.5,0.482,0.219,0.169,0,0.095,0.037,0.111,0.778,0,4.7,0.252,0.447,0,0,0,0,0.176,0.303,0,1.65,4.41,1.06,0,0,0,0,0.282,0,0.603,4.32,1.3,2.48,0.075,0.067,4.12,0,0.058,0.234,0,0.205,2.13,0.054,0.636,0,0,0,0.718,0,11.9,44.5,0.907,0,13.9,30.8,0,2.82,12.6,18.6,3.37,0.189
2,0.0129,5.15e-7,1.91e-7,1.38,0,0,0,0,0,0,0,0,0,0,0,0.08200000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0.188,0,0,0,0,0.077,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0.229,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0.415,0.757,0,0,0,0.208,0,0
3,0.0369,1.47e-6,5.47e-7,3.95,0.175,0,0,0,0,0,0,0,0,0,0,0.33000000000000007,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0.186,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.063,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.124,0,0,0,0,0,0.57,0,0,0.05,0,0.042,0,0,0,0,0,0.028,0,0.136,0,0,0,0,0,0,0.044,0.03,0,0.152,0.319,0.051,0,0,0,0,0,0,0,0.107,0,0.142,0,0,0.223,0,0,0,0,0,0.173,0,0.104,0,0,0,0,0,1.8,2.03,0.175,0,0.732,1.25,0,0.277,0.472,0.812,0.171,0.066
4,1.26,5.04e-5,1.87e-5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,2.8,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.788,0,0,0,0.055,0.155,0,0,0,0,11.1,0,0,0,0,2.96,0,0,0,0,0,24.5,0,0,1.14,0.162,0.716,0.756,0,0.197,0,0,0.578,0,9.56,1.19,1.08,0,0,0.107,0,0.724,0.691,0,23.8,21.4,4.77,0,0,0,0,0.383,0.337,2.2,5.54,2,6.04,0.153,0.147,6.19,0,0.149,0.331,0,0.233,0.772,0.107,0.176,0,0,0,0,0,4.2,229,0,0,66.2,43.1,0,1.06,20.4,4.04,0.115,0
6,0.00566,2.26e-7,8.4e-8,0.606,0,0,0,0,0,0,0,0,0,0,0,0.07900000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.074,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0.16,0.309,0,0,0.043,0.094,0,0
7,0.00394,1.58e-7,5.85e-8,0.422,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0,0,0.167,0.255,0,0,0,0,0,0
8,0.00143,5.71e-8,2.12e-8,0.153,0,0,0,0,0,0,0,0,0,0,0,0.18600000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0.038,0.115,0,0,0,0,0,0
9,0.0186,7.43e-7,2.76e-7,1.99,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0.336,0.04,0.04,0,0,0.082,0,0,0,0,0,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0.172,0.297,0,0,0,0,0,0,0,0,0.085,0,0.124,0,0,0.112,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.91,1.55,0.078,0,0.556,0.841,0,0,0.249,0.265,0,0
58-1,0.0136,5.45e-7,2.02e-7,1.46,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.311,0.14,0.081,0,0,0,0,0,0,0,0.094,0,0.108,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,3.31,0.063,0,0.692,0.6,0,0,0,0.109,0,0
62-3,0.187,7.47e-6,2.77e-6,20,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0.159,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0.228,0,0,0,0,0,0,0,0,0,1.98,0.194,0,0,0,0.513,0,0,0,0,0,3,0,0,0.1,0,0.147,0.071,0,0,0,0,0.112,0,1.27,0.202,0.191,0,0.079,0,0,0.254,0.156,0,3.62,1.93,0.701,0,0,0,0,0.058,0,0.207,0.97,0.277,1.17,0,0,0.947,0,0,0.091,0,0,0.406,0,0,0,0,0,0,0,2.44,33.5,0.227,0,8.59,6.35,0,0.406,3.36,0.935,0.137,0
64-1,0.0155,6.2e-7,2.3e-7,1.66,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0.076,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0.244,0.265,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,2.41,0.08,0,0.666,0.787,0,0,0,0.123,0,0
69-1,0.0152,6.09e-7,2.26e-7,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0.059,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0.239,0.162,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.496,0.714,0,0,0.277,0.145,0,0
