,TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
7915,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB195,0.047,Y,J,ng/g,0.449,0.0337,WG87204,NA,52663-78-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7916,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB196+203,0.129,Y,C J,ng/g,0.456,0.0329,WG87204,NA,42740-50-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7917,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB197,NA,N,U,ng/g,0.449,0.0231,WG87204,NA,33091-17-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7918,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB198,NA,N,U,ng/g,0.449,0.0329,WG87204,NA,68194-17-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7919,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB199,0.227,Y,J,ng/g,0.449,0.0329,WG87204,NA,52663-75-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7920,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB200,NA,N,U,ng/g,0.449,0.0231,WG87204,NA,52663-73-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7921,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB201,NA,N,U,ng/g,0.449,0.0231,WG87204,NA,40186-71-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7922,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB202,0.046,Y,J,ng/g,0.449,0.0235,WG87204,NA,2136-99-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7923,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB204,NA,N,U,ng/g,0.457,0.0231,WG87204,NA,74472-52-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7924,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB205,NA,N,U,ng/g,0.455,0.0246,WG87204,NA,74472-53-0,NA,NA,19-Oct-21,3 (Duplicate),NA
7925,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,9PCB206,0.175,Y,J,ng/g,0.454,0.0562,WG87204,NA,40186-72-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7926,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,9PCB207,NA,N,U,ng/g,0.454,0.0426,WG87204,NA,52663-79-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7927,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,9PCB208,0.081,Y,J,ng/g,0.458,0.0426,WG87204,NA,52663-77-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7928,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,10PCB209,0.169,Y,J,ng/g,0.456,0.0199,WG87204,NA,2051-24-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7970,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231106,0800,DUP,% Moisture,68.7,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,19-Oct-21,3 (Duplicate),NA
7971,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231106,0800,DUP,% Lipid,8.05,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,19-Oct-21,3 (Duplicate),NA
4048,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Aroclor 1016,NA,N,U,ng/g,NA,0.164,WG87204,NA,12674-11-2,NA,NA,8-Oct-21,34-1,NA
4049,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Aroclor 1221,NA,N,U,ng/g,NA,0.164,WG87204,NA,11104-28-2,NA,NA,8-Oct-21,34-1,NA
4050,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Aroclor 1232,NA,N,U,ng/g,NA,0.274,WG87204,NA,11141-16-5,NA,NA,8-Oct-21,34-1,NA
4051,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Aroclor 1242,NA,N,U,ng/g,NA,0.208,WG87204,NA,53469-21-9,NA,NA,8-Oct-21,34-1,NA
4052,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Aroclor 1248,NA,N,U,ng/g,NA,0.309,WG87204,NA,12672-29-6,NA,NA,8-Oct-21,34-1,NA
4053,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Aroclor 1254,1.57,Y,NA,ng/g,NA,0.377,WG87204,NA,11097-69-1,NA,NA,8-Oct-21,34-1,NA
4054,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Aroclor 1260,9.21,Y,NA,ng/g,NA,0.301,WG87204,NA,11096-82-5,NA,NA,8-Oct-21,34-1,NA
4222,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Total MonoCB,NA,N,U,ng/g,NA,0.0349,WG87204,NA,27323-18-8,NA,NA,8-Oct-21,34-1,NA
4223,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Total DiCB,NA,N,U,ng/g,NA,0.0547,WG87204,NA,25512-42-9,NA,NA,8-Oct-21,34-1,NA
4224,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Total TriCB,0.031,Y,NA,ng/g,NA,0.0237,WG87204,NA,25323-68-6,NA,NA,8-Oct-21,34-1,NA
4225,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Total TetraCB,0.139,Y,NA,ng/g,NA,0.0204,WG87204,NA,26914-33-0,NA,NA,8-Oct-21,34-1,NA
4226,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Total PentaCB,0.864,Y,NA,ng/g,NA,0.0216,WG87204,NA,25429-29-2,NA,NA,8-Oct-21,34-1,NA
4227,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Total HexaCB,2.01,Y,NA,ng/g,NA,0.0226,WG87204,NA,26601-64-9,NA,NA,8-Oct-21,34-1,NA
4228,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Total HeptaCB,2.18,Y,NA,ng/g,NA,0.0385,WG87204,NA,28655-71-2,NA,NA,8-Oct-21,34-1,NA
4229,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Total OctaCB,2.67,Y,NA,ng/g,NA,0.102,WG87204,NA,55722-26-4,NA,NA,8-Oct-21,34-1,NA
4230,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,Total NonaCB,1.16,Y,NA,ng/g,NA,0.0956,WG87204,NA,53742-07-7,NA,NA,8-Oct-21,34-1,NA
4231,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,DecaCB,0.382,Y,NA,ng/g,NA,0.0545,WG87204,NA,2051-24-3,NA,NA,8-Oct-21,34-1,NA
4232,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,TOTAL PCBs,9.44,Y,NA,ng/g,NA,0.0204,WG87204,NA,1336-36-3,NA,NA,8-Oct-21,34-1,NA
5209,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,1PCB1,NA,N,U,ng/g,0.535,0.0365,WG87204,NA,2051-60-7,NA,NA,8-Oct-21,34-1,NA
5210,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,1PCB2,NA,N,U,ng/g,0.529,0.0349,WG87204,NA,2051-61-8,NA,NA,8-Oct-21,34-1,NA
5211,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,1PCB3,NA,N,U,ng/g,0.529,0.0349,WG87204,NA,2051-62-9,NA,NA,8-Oct-21,34-1,NA
5212,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,2PCB4+10,NA,N,C U,ng/g,0.537,0.105,WG87204,NA,13029-08-8,NA,NA,8-Oct-21,34-1,NA
5213,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,2PCB5+8,NA,N,C U,ng/g,0.541,0.0547,WG87204,NA,16605-91-7,NA,NA,8-Oct-21,34-1,NA
5214,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,2PCB6,NA,N,U,ng/g,0.535,0.0547,WG87204,NA,25569-80-6,NA,NA,8-Oct-21,34-1,NA
5215,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,2PCB7+9,0.382,Y,C K B J,ng/g,0.535,0.0547,WG87204,NA,33284-50-3,NA,NA,8-Oct-21,34-1,NA
5216,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,2PCB11,NA,N,U,ng/g,0.535,0.0547,WG87204,NA,2050-67-1,NA,NA,8-Oct-21,34-1,NA
5217,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,2PCB12+13,NA,N,C U,ng/g,0.535,0.0547,WG87204,NA,2974-92-7,NA,NA,8-Oct-21,34-1,NA
5218,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,2PCB14,NA,N,U,ng/g,0.535,0.0547,WG87204,NA,34883-41-5,NA,NA,8-Oct-21,34-1,NA
5219,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,2PCB15,NA,N,U,ng/g,0.535,0.059,WG87204,NA,2050-68-2,NA,NA,8-Oct-21,34-1,NA
5220,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB16+32,NA,N,C U,ng/g,0.53,0.0399,WG87204,NA,38444-78-9,NA,NA,8-Oct-21,34-1,NA
5221,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB17,NA,N,U,ng/g,0.53,0.0399,WG87204,NA,37680-66-3,NA,NA,8-Oct-21,34-1,NA
5222,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB18,NA,N,U,ng/g,0.538,0.0399,WG87204,NA,37680-65-2,NA,NA,8-Oct-21,34-1,NA
5223,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB19,NA,N,U,ng/g,0.538,0.0457,WG87204,NA,38444-73-4,NA,NA,8-Oct-21,34-1,NA
5224,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB20+21+33,NA,N,C U,ng/g,0.53,0.0428,WG87204,NA,38444-84-7,NA,NA,8-Oct-21,34-1,NA
5225,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB22,NA,N,U,ng/g,0.53,0.0428,WG87204,NA,38444-85-8,NA,NA,8-Oct-21,34-1,NA
5226,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB23+34,NA,N,C U,ng/g,0.53,0.0237,WG87204,NA,55720-44-0,NA,NA,8-Oct-21,34-1,NA
5227,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB24+27,NA,N,C U,ng/g,0.53,0.0399,WG87204,NA,55702-45-9,NA,NA,8-Oct-21,34-1,NA
5228,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB25,NA,N,U,ng/g,0.53,0.0237,WG87204,NA,55712-37-3,NA,NA,8-Oct-21,34-1,NA
5229,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB26,NA,N,U,ng/g,0.53,0.0237,WG87204,NA,38444-81-4,NA,NA,8-Oct-21,34-1,NA
5230,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB28,0.031,Y,J,ng/g,0.536,0.0273,WG87204,NA,7012-37-5,NA,NA,8-Oct-21,34-1,NA
5231,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB29,NA,N,U,ng/g,0.53,0.0237,WG87204,NA,15862-07-4,NA,NA,8-Oct-21,34-1,NA
5232,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB30,NA,N,U,ng/g,0.53,0.0399,WG87204,NA,35693-92-6,NA,NA,8-Oct-21,34-1,NA
5233,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB31,NA,N,U,ng/g,0.53,0.0237,WG87204,NA,16606-02-3,NA,NA,8-Oct-21,34-1,NA
5234,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB35,NA,N,U,ng/g,0.53,0.0502,WG87204,NA,37680-69-6,NA,NA,8-Oct-21,34-1,NA
5235,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB36,NA,N,U,ng/g,0.53,0.0428,WG87204,NA,38444-87-0,NA,NA,8-Oct-21,34-1,NA
5236,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB37,NA,N,U,ng/g,0.537,0.0502,WG87204,NA,38444-90-5,NA,NA,8-Oct-21,34-1,NA
5237,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB38,NA,N,U,ng/g,0.53,0.0502,WG87204,NA,53555-66-1,NA,NA,8-Oct-21,34-1,NA
5238,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,3PCB39,NA,N,U,ng/g,0.53,0.0428,WG87204,NA,38444-88-1,NA,NA,8-Oct-21,34-1,NA
5239,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB40,NA,N,U,ng/g,0.531,0.0417,WG87204,NA,38444-93-8,NA,NA,8-Oct-21,34-1,NA
5240,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB41+64+68+71,NA,N,C U,ng/g,0.531,0.0562,WG87204,NA,52663-59-9,NA,NA,8-Oct-21,34-1,NA
5241,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB42+59,NA,N,C U,ng/g,0.531,0.0562,WG87204,NA,36559-22-5,NA,NA,8-Oct-21,34-1,NA
5242,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB43+49,NA,N,C U,ng/g,0.536,0.0423,WG87204,NA,70362-46-8,NA,NA,8-Oct-21,34-1,NA
5243,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB44,NA,N,U,ng/g,0.536,0.0562,WG87204,NA,41464-39-5,NA,NA,8-Oct-21,34-1,NA
5244,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB45,NA,N,U,ng/g,0.531,0.0491,WG87204,NA,70362-45-7,NA,NA,8-Oct-21,34-1,NA
5245,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB46,NA,N,U,ng/g,0.531,0.0491,WG87204,NA,41464-47-5,NA,NA,8-Oct-21,34-1,NA
5246,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB47+48+75,NA,N,C U,ng/g,0.531,0.0491,WG87204,NA,2437-79-8,NA,NA,8-Oct-21,34-1,NA
5247,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB50,NA,N,U,ng/g,0.531,0.0408,WG87204,NA,62796-65-0,NA,NA,8-Oct-21,34-1,NA
5248,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB51,NA,N,U,ng/g,0.531,0.0491,WG87204,NA,68194-04-7,NA,NA,8-Oct-21,34-1,NA
5249,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB52+73,NA,N,C U,ng/g,0.532,0.0491,WG87204,NA,35693-99-3,NA,NA,8-Oct-21,34-1,NA
5250,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB53,NA,N,U,ng/g,0.531,0.0491,WG87204,NA,41464-41-9,NA,NA,8-Oct-21,34-1,NA
5251,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB54,NA,N,U,ng/g,0.535,0.0408,WG87204,NA,15968-05-5,NA,NA,8-Oct-21,34-1,NA
5252,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB55,NA,N,U,ng/g,0.531,0.0204,WG87204,NA,74338-24-2,NA,NA,8-Oct-21,34-1,NA
5253,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB56+60,NA,N,C U,ng/g,0.536,0.0204,WG87204,NA,41464-43-1,NA,NA,8-Oct-21,34-1,NA
5254,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB57,NA,N,U,ng/g,0.531,0.0417,WG87204,NA,70424-67-8,NA,NA,8-Oct-21,34-1,NA
5255,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB58,NA,N,U,ng/g,0.531,0.0417,WG87204,NA,41464-49-7,NA,NA,8-Oct-21,34-1,NA
5256,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB61+74,0.083,Y,C J,ng/g,0.531,0.0207,WG87204,NA,33284-53-6,NA,NA,8-Oct-21,34-1,NA
5257,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB62+65,NA,N,C U,ng/g,0.531,0.0491,WG87204,NA,54230-22-7,NA,NA,8-Oct-21,34-1,NA
5258,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB63,NA,N,U,ng/g,0.531,0.0207,WG87204,NA,74472-34-7,NA,NA,8-Oct-21,34-1,NA
5259,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB66+80,0.056,Y,C J,ng/g,0.531,0.0207,WG87204,NA,32598-10-0,NA,NA,8-Oct-21,34-1,NA
5260,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB67,NA,N,U,ng/g,0.531,0.0417,WG87204,NA,73575-53-8,NA,NA,8-Oct-21,34-1,NA
5261,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB69,NA,N,U,ng/g,0.531,0.0491,WG87204,NA,60233-24-1,NA,NA,8-Oct-21,34-1,NA
5262,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB70+76,NA,N,C U,ng/g,0.531,0.0207,WG87204,NA,32598-11-1,NA,NA,8-Oct-21,34-1,NA
5263,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB72,NA,N,U,ng/g,0.531,0.0562,WG87204,NA,41464-42-0,NA,NA,8-Oct-21,34-1,NA
5264,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB77,NA,N,U,ng/g,0.531,0.0425,WG87204,NA,32598-13-3,NA,NA,8-Oct-21,34-1,NA
5265,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB78,NA,N,U,ng/g,0.531,0.0425,WG87204,NA,70362-49-1,NA,NA,8-Oct-21,34-1,NA
5266,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB79,NA,N,U,ng/g,0.531,0.0425,WG87204,NA,41464-48-6,NA,NA,8-Oct-21,34-1,NA
5267,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,4PCB81,NA,N,U,ng/g,0.531,0.0425,WG87204,NA,70362-50-4,NA,NA,8-Oct-21,34-1,NA
5268,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB82,NA,N,U,ng/g,0.53,0.0318,WG87204,NA,52663-62-4,NA,NA,8-Oct-21,34-1,NA
5269,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB83+108,NA,N,C U,ng/g,0.53,0.0453,WG87204,NA,60145-20-2,NA,NA,8-Oct-21,34-1,NA
5270,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB84,NA,N,U,ng/g,0.53,0.0409,WG87204,NA,52663-60-2,NA,NA,8-Oct-21,34-1,NA
5271,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB85+120,NA,N,C U,ng/g,0.53,0.0318,WG87204,NA,65510-45-4,NA,NA,8-Oct-21,34-1,NA
5272,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB86+97,NA,N,C U,ng/g,0.53,0.0318,WG87204,NA,55312-69-1,NA,NA,8-Oct-21,34-1,NA
5273,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB87+115+116,NA,N,C U,ng/g,0.538,0.0318,WG87204,NA,38380-02-8,NA,NA,8-Oct-21,34-1,NA
5274,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB88+121,NA,N,C U,ng/g,0.53,0.0443,WG87204,NA,55215-17-3,NA,NA,8-Oct-21,34-1,NA
5275,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB89+90+101,NA,N,C U,ng/g,0.53,0.0409,WG87204,NA,73575-57-2,NA,NA,8-Oct-21,34-1,NA
5276,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB91,NA,N,U,ng/g,0.53,0.0443,WG87204,NA,68194-05-8,NA,NA,8-Oct-21,34-1,NA
5277,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB92,NA,N,U,ng/g,0.53,0.0409,WG87204,NA,52663-61-3,NA,NA,8-Oct-21,34-1,NA
5278,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB93+95,NA,N,C U,ng/g,0.534,0.0443,WG87204,NA,73575-56-1,NA,NA,8-Oct-21,34-1,NA
5279,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB94,NA,N,U,ng/g,0.53,0.0443,WG87204,NA,73575-55-0,NA,NA,8-Oct-21,34-1,NA
5280,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB96,NA,N,U,ng/g,0.53,0.0443,WG87204,NA,73575-54-9,NA,NA,8-Oct-21,34-1,NA
5281,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB98+102,NA,N,C U,ng/g,0.53,0.0443,WG87204,NA,60233-25-2,NA,NA,8-Oct-21,34-1,NA
5282,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB99,0.157,Y,J,ng/g,0.533,0.0377,WG87204,NA,38380-01-7,NA,NA,8-Oct-21,34-1,NA
5283,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB100,NA,N,U,ng/g,0.53,0.0443,WG87204,NA,39485-83-1,NA,NA,8-Oct-21,34-1,NA
5284,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB103,NA,N,U,ng/g,0.53,0.0443,WG87204,NA,60145-21-3,NA,NA,8-Oct-21,34-1,NA
5285,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB104,NA,N,U,ng/g,0.53,0.0303,WG87204,NA,56558-16-8,NA,NA,8-Oct-21,34-1,NA
5286,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB105+127,0.186,Y,C J,ng/g,0.531,0.0216,WG87204,NA,32598-14-4,NA,NA,8-Oct-21,34-1,NA
5287,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB106+118,0.521,Y,C J,ng/g,0.538,0.0216,WG87204,NA,70424-69-0,NA,NA,8-Oct-21,34-1,NA
5288,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB107+109,NA,N,C U,ng/g,0.53,0.0216,WG87204,NA,70424-68-9,NA,NA,8-Oct-21,34-1,NA
5289,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB110,NA,N,U,ng/g,0.535,0.0216,WG87204,NA,38380-03-9,NA,NA,8-Oct-21,34-1,NA
5290,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB111+117,NA,N,C U,ng/g,0.53,0.0318,WG87204,NA,39635-32-0,NA,NA,8-Oct-21,34-1,NA
5291,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB112,NA,N,U,ng/g,0.53,0.0453,WG87204,NA,74472-36-9,NA,NA,8-Oct-21,34-1,NA
5292,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB113,NA,N,U,ng/g,0.53,0.0409,WG87204,NA,68194-10-5,NA,NA,8-Oct-21,34-1,NA
5293,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB114,NA,N,U,ng/g,0.538,0.0219,WG87204,NA,74472-37-0,NA,NA,8-Oct-21,34-1,NA
5294,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB119,NA,N,U,ng/g,0.53,0.0377,WG87204,NA,56558-17-9,NA,NA,8-Oct-21,34-1,NA
5295,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB122,NA,N,U,ng/g,0.53,0.0219,WG87204,NA,76842-07-4,NA,NA,8-Oct-21,34-1,NA
5296,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB123,NA,N,U,ng/g,0.53,0.0216,WG87204,NA,65510-44-3,NA,NA,8-Oct-21,34-1,NA
5297,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB124,NA,N,U,ng/g,0.53,0.0216,WG87204,NA,70424-70-3,NA,NA,8-Oct-21,34-1,NA
5298,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB125,NA,N,U,ng/g,0.53,0.0318,WG87204,NA,74472-39-2,NA,NA,8-Oct-21,34-1,NA
5299,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,5PCB126,NA,N,U,ng/g,0.535,0.0223,WG87204,NA,57465-28-8,NA,NA,8-Oct-21,34-1,NA
5300,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB128,0.104,Y,J,ng/g,0.529,0.0365,WG87204,NA,38380-07-3,NA,NA,8-Oct-21,34-1,NA
5301,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB129,NA,N,U,ng/g,0.529,0.0365,WG87204,NA,55215-18-4,NA,NA,8-Oct-21,34-1,NA
5302,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB130,NA,N,U,ng/g,0.529,0.0365,WG87204,NA,52663-66-8,NA,NA,8-Oct-21,34-1,NA
5303,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB131+142,NA,N,C U,ng/g,0.529,0.0454,WG87204,NA,61798-70-7,NA,NA,8-Oct-21,34-1,NA
5304,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB132+168,NA,N,C U,ng/g,0.529,0.0325,WG87204,NA,38380-05-1,NA,NA,8-Oct-21,34-1,NA
5305,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB133,NA,N,U,ng/g,0.529,0.0454,WG87204,NA,35694-04-3,NA,NA,8-Oct-21,34-1,NA
5306,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB134+143,NA,N,C U,ng/g,0.529,0.0454,WG87204,NA,52704-70-8,NA,NA,8-Oct-21,34-1,NA
5307,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB135+144,NA,N,C U,ng/g,0.529,0.0454,WG87204,NA,52744-13-5,NA,NA,8-Oct-21,34-1,NA
5308,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB136,NA,N,U,ng/g,0.529,0.0314,WG87204,NA,38411-22-2,NA,NA,8-Oct-21,34-1,NA
5309,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB137,NA,N,U,ng/g,0.529,0.0365,WG87204,NA,35694-06-5,NA,NA,8-Oct-21,34-1,NA
5310,NA,L40006-15,NA,NA,NA,NA,20231117,1145,Sample,6PCB138+163+164,0.572,Y,C,ng/g,0.532,0.0365,WG87204,NA,35065-28-2,NA,NA,8-Oct-21,34-1,NA
