,TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
7795,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,3PCB36,NA,N,U,ng/g,0.453,0.0269,WG87204,NA,38444-87-0,NA,NA,19-Oct-21,3 (Duplicate),NA
7796,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,3PCB37,NA,N,U,ng/g,0.459,0.0315,WG87204,NA,38444-90-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7797,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,3PCB38,NA,N,U,ng/g,0.453,0.0315,WG87204,NA,53555-66-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7798,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,3PCB39,NA,N,U,ng/g,0.453,0.0269,WG87204,NA,38444-88-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7799,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB40,NA,N,U,ng/g,0.454,0.0468,WG87204,NA,38444-93-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7800,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB41+64+68+71,NA,N,C U,ng/g,0.454,0.0373,WG87204,NA,52663-59-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7801,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB42+59,NA,N,C U,ng/g,0.454,0.0373,WG87204,NA,36559-22-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7802,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB43+49,NA,N,C U,ng/g,0.458,0.028,WG87204,NA,70362-46-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7803,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB44,NA,N,U,ng/g,0.458,0.0373,WG87204,NA,41464-39-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7804,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB45,NA,N,U,ng/g,0.454,0.0326,WG87204,NA,70362-45-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7805,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB46,NA,N,U,ng/g,0.454,0.0326,WG87204,NA,41464-47-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7806,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB47+48+75,NA,N,C U,ng/g,0.454,0.0326,WG87204,NA,2437-79-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7807,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB50,NA,N,U,ng/g,0.454,0.027,WG87204,NA,62796-65-0,NA,NA,19-Oct-21,3 (Duplicate),NA
7808,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB51,NA,N,U,ng/g,0.454,0.0326,WG87204,NA,68194-04-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7809,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB52+73,NA,N,C U,ng/g,0.455,0.0326,WG87204,NA,35693-99-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7810,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB53,NA,N,U,ng/g,0.454,0.0326,WG87204,NA,41464-41-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7811,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB54,NA,N,U,ng/g,0.457,0.027,WG87204,NA,15968-05-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7812,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB55,NA,N,U,ng/g,0.454,0.0229,WG87204,NA,74338-24-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7813,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB56+60,NA,N,C U,ng/g,0.458,0.0229,WG87204,NA,41464-43-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7814,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB57,NA,N,U,ng/g,0.454,0.0468,WG87204,NA,70424-67-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7815,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB58,NA,N,U,ng/g,0.454,0.0468,WG87204,NA,41464-49-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7816,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB61+74,0.092,Y,C J,ng/g,0.454,0.0232,WG87204,NA,33284-53-6,NA,NA,19-Oct-21,3 (Duplicate),NA
7817,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB62+65,NA,N,C U,ng/g,0.454,0.0326,WG87204,NA,54230-22-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7818,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB63,NA,N,U,ng/g,0.454,0.0232,WG87204,NA,74472-34-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7819,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB66+80,0.112,Y,C J,ng/g,0.454,0.0232,WG87204,NA,32598-10-0,NA,NA,19-Oct-21,3 (Duplicate),NA
7820,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB67,NA,N,U,ng/g,0.454,0.0468,WG87204,NA,73575-53-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7821,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB69,NA,N,U,ng/g,0.454,0.0326,WG87204,NA,60233-24-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7822,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB70+76,NA,N,C U,ng/g,0.454,0.0232,WG87204,NA,32598-11-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7823,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB72,NA,N,U,ng/g,0.454,0.0373,WG87204,NA,41464-42-0,NA,NA,19-Oct-21,3 (Duplicate),NA
7824,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB77,NA,N,U,ng/g,0.454,0.0383,WG87204,NA,32598-13-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7825,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB78,NA,N,U,ng/g,0.454,0.0383,WG87204,NA,70362-49-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7826,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB79,NA,N,U,ng/g,0.454,0.0383,WG87204,NA,41464-48-6,NA,NA,19-Oct-21,3 (Duplicate),NA
7827,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,4PCB81,NA,N,U,ng/g,0.454,0.0383,WG87204,NA,70362-50-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7828,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB82,NA,N,U,ng/g,0.453,0.0658,WG87204,NA,52663-62-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7829,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB83+108,NA,N,C U,ng/g,0.453,0.0461,WG87204,NA,60145-20-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7830,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB84,NA,N,U,ng/g,0.453,0.0415,WG87204,NA,52663-60-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7831,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB85+120,NA,N,C U,ng/g,0.453,0.0658,WG87204,NA,65510-45-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7832,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB86+97,NA,N,C U,ng/g,0.453,0.0658,WG87204,NA,55312-69-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7833,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB87+115+116,NA,N,C U,ng/g,0.46,0.0658,WG87204,NA,38380-02-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7834,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB88+121,NA,N,C U,ng/g,0.453,0.045,WG87204,NA,55215-17-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7835,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB89+90+101,NA,N,C U,ng/g,0.453,0.0415,WG87204,NA,73575-57-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7836,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB91,NA,N,U,ng/g,0.453,0.045,WG87204,NA,68194-05-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7837,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB92,NA,N,U,ng/g,0.453,0.0415,WG87204,NA,52663-61-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7838,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB93+95,NA,N,C U,ng/g,0.456,0.045,WG87204,NA,73575-56-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7839,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB94,NA,N,U,ng/g,0.453,0.045,WG87204,NA,73575-55-0,NA,NA,19-Oct-21,3 (Duplicate),NA
7840,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB96,NA,N,U,ng/g,0.453,0.045,WG87204,NA,73575-54-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7841,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB98+102,NA,N,C U,ng/g,0.453,0.045,WG87204,NA,60233-25-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7842,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB99,0.179,Y,J,ng/g,0.456,0.0383,WG87204,NA,38380-01-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7843,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB100,NA,N,U,ng/g,0.453,0.045,WG87204,NA,39485-83-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7844,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB103,NA,N,U,ng/g,0.453,0.045,WG87204,NA,60145-21-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7845,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB104,NA,N,U,ng/g,0.453,0.0308,WG87204,NA,56558-16-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7846,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB105+127,0.208,Y,C J,ng/g,0.454,0.0446,WG87204,NA,32598-14-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7847,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB106+118,0.483,Y,C,ng/g,0.46,0.0453,WG87204,NA,70424-69-0,NA,NA,19-Oct-21,3 (Duplicate),NA
7848,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB107+109,NA,N,C U,ng/g,0.453,0.0446,WG87204,NA,70424-68-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7849,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB110,NA,N,U,ng/g,0.457,0.0446,WG87204,NA,38380-03-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7850,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB111+117,NA,N,C U,ng/g,0.453,0.0658,WG87204,NA,39635-32-0,NA,NA,19-Oct-21,3 (Duplicate),NA
7851,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB112,NA,N,U,ng/g,0.453,0.0461,WG87204,NA,74472-36-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7852,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB113,NA,N,U,ng/g,0.453,0.0415,WG87204,NA,68194-10-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7853,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB114,NA,N,U,ng/g,0.46,0.0452,WG87204,NA,74472-37-0,NA,NA,19-Oct-21,3 (Duplicate),NA
7854,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB119,NA,N,U,ng/g,0.453,0.0383,WG87204,NA,56558-17-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7855,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB122,NA,N,U,ng/g,0.453,0.0452,WG87204,NA,76842-07-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7856,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB123,NA,N,U,ng/g,0.453,0.0453,WG87204,NA,65510-44-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7857,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB124,NA,N,U,ng/g,0.453,0.0446,WG87204,NA,70424-70-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7858,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB125,NA,N,U,ng/g,0.453,0.0658,WG87204,NA,74472-39-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7859,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,5PCB126,NA,N,U,ng/g,0.457,0.0461,WG87204,NA,57465-28-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7860,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB128,0.072,Y,J,ng/g,0.452,0.0284,WG87204,NA,38380-07-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7861,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB129,NA,N,U,ng/g,0.452,0.0284,WG87204,NA,55215-18-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7862,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB130,NA,N,U,ng/g,0.452,0.0284,WG87204,NA,52663-66-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7863,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB131+142,NA,N,C U,ng/g,0.452,0.0321,WG87204,NA,61798-70-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7864,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB132+168,NA,N,C U,ng/g,0.452,0.0254,WG87204,NA,38380-05-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7865,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB133,NA,N,U,ng/g,0.452,0.0321,WG87204,NA,35694-04-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7866,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB134+143,NA,N,C U,ng/g,0.452,0.0321,WG87204,NA,52704-70-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7867,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB135+144,NA,N,C U,ng/g,0.452,0.0321,WG87204,NA,52744-13-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7868,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB136,NA,N,U,ng/g,0.452,0.0329,WG87204,NA,38411-22-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7869,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB137,NA,N,U,ng/g,0.452,0.0284,WG87204,NA,35694-06-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7870,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB138+163+164,0.422,Y,C J,ng/g,0.455,0.0284,WG87204,NA,35065-28-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7871,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB139+149,NA,N,C U,ng/g,0.458,0.0321,WG87204,NA,56030-56-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7872,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB140,NA,N,U,ng/g,0.452,0.0321,WG87204,NA,59291-64-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7873,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB141,NA,N,U,ng/g,0.452,0.0284,WG87204,NA,52712-04-6,NA,NA,19-Oct-21,3 (Duplicate),NA
7874,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB145,NA,N,U,ng/g,0.452,0.0329,WG87204,NA,74472-40-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7875,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB146,0.141,Y,J,ng/g,0.452,0.0296,WG87204,NA,51908-16-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7876,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB147,NA,N,U,ng/g,0.452,0.0321,WG87204,NA,68194-13-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7877,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB148,NA,N,U,ng/g,0.452,0.0329,WG87204,NA,74472-41-6,NA,NA,19-Oct-21,3 (Duplicate),NA
7878,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB150,NA,N,U,ng/g,0.452,0.0329,WG87204,NA,68194-08-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7879,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB151,NA,N,U,ng/g,0.458,0.035,WG87204,NA,52663-63-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7880,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB152,NA,N,U,ng/g,0.452,0.0329,WG87204,NA,68194-09-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7881,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB153,0.638,Y,NA,ng/g,0.46,0.0254,WG87204,NA,35065-27-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7882,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB154,NA,N,U,ng/g,0.452,0.0321,WG87204,NA,60145-22-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7883,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB155,NA,N,U,ng/g,0.452,0.0237,WG87204,NA,33979-03-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7884,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB156,0.052,Y,J,ng/g,0.455,0.0218,WG87204,NA,38380-08-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7885,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB157,NA,N,U,ng/g,0.457,0.0238,WG87204,NA,69782-90-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7886,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB158+160,0.032,Y,C K J,ng/g,0.452,0.0284,WG87204,NA,74472-42-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7887,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB159,NA,N,U,ng/g,0.452,0.0284,WG87204,NA,39635-35-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7888,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB161,NA,N,U,ng/g,0.452,0.0296,WG87204,NA,74472-43-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7889,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB162,NA,N,U,ng/g,0.452,0.0284,WG87204,NA,39635-34-2,NA,NA,19-Oct-21,3 (Duplicate),NA
7890,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB165,NA,N,U,ng/g,0.452,0.0296,WG87204,NA,74472-46-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7891,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB166,NA,N,U,ng/g,0.452,0.0284,WG87204,NA,41411-63-6,NA,NA,19-Oct-21,3 (Duplicate),NA
7892,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB167,0.024,Y,J,ng/g,0.453,0.0213,WG87204,NA,52663-72-6,NA,NA,19-Oct-21,3 (Duplicate),NA
7893,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,6PCB169,NA,N,U,ng/g,0.459,0.0223,WG87204,NA,32774-16-6,NA,NA,19-Oct-21,3 (Duplicate),NA
7894,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB170+190,0.142,Y,C J,ng/g,0.453,0.0248,WG87204,NA,35065-30-6,NA,NA,19-Oct-21,3 (Duplicate),NA
7895,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB171,NA,N,U,ng/g,0.453,0.0248,WG87204,NA,52663-71-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7896,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB172+192,0.029,Y,C J,ng/g,0.453,0.0248,WG87204,NA,52663-74-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7897,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB173,NA,N,U,ng/g,0.453,0.0248,WG87204,NA,68194-16-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7898,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB174+181,NA,N,C U,ng/g,0.453,0.0244,WG87204,NA,38411-25-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7899,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB175,NA,N,U,ng/g,0.453,0.0241,WG87204,NA,40186-70-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7900,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB176,NA,N,U,ng/g,0.453,0.019,WG87204,NA,52663-65-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7901,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB177,0.044,Y,J,ng/g,0.453,0.0244,WG87204,NA,52663-70-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7902,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB178,0.038,Y,J,ng/g,0.453,0.0241,WG87204,NA,52663-67-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7903,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB179,NA,N,U,ng/g,0.453,0.019,WG87204,NA,52663-64-6,NA,NA,19-Oct-21,3 (Duplicate),NA
7904,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB180,0.157,Y,J,ng/g,0.457,0.0248,WG87204,NA,35065-29-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7905,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB182+187,0.342,Y,C J,ng/g,0.908,0.0241,WG87204,NA,60145-23-5,NA,NA,19-Oct-21,3 (Duplicate),NA
7906,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB183,0.053,Y,J,ng/g,0.455,0.0244,WG87204,NA,52663-69-1,NA,NA,19-Oct-21,3 (Duplicate),NA
7907,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB184,NA,N,U,ng/g,0.453,0.019,WG87204,NA,74472-48-3,NA,NA,19-Oct-21,3 (Duplicate),NA
7908,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB185,NA,N,U,ng/g,0.453,0.0244,WG87204,NA,52712-05-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7909,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB186,NA,N,U,ng/g,0.453,0.0241,WG87204,NA,74472-49-4,NA,NA,19-Oct-21,3 (Duplicate),NA
7910,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB188,NA,N,U,ng/g,0.457,0.019,WG87204,NA,74487-85-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7911,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB189,NA,N,U,ng/g,0.459,0.0207,WG87204,NA,39635-31-9,NA,NA,19-Oct-21,3 (Duplicate),NA
7912,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB191,NA,N,U,ng/g,0.453,0.0248,WG87204,NA,74472-50-7,NA,NA,19-Oct-21,3 (Duplicate),NA
7913,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,7PCB193,0.034,Y,J,ng/g,0.453,0.0248,WG87204,NA,69782-91-8,NA,NA,19-Oct-21,3 (Duplicate),NA
7914,NA,WG87204-103  (DUP L40006-4),NA,NA,NA,NA,20231116,2237,DUP,8PCB194,0.136,Y,J,ng/g,0.458,0.0337,WG87204,NA,35694-08-7,NA,NA,19-Oct-21,3 (Duplicate),NA
