TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,3:3 FTCA,NA,N,U H,ng/g,1.52,0.381,WG87320,NA,1169706-83-5,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,5:3 FTCA,NA,N,U,ng/g,9.52,2.38,WG87320,NA,1799325-94-2,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,7:3 FTCA,8.57,Y,J,ng/g,9.52,2.38,WG87320,NA,1799325-95-3,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFEESA,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,220689-13-4,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFMPA,NA,N,U,ng/g,0.762,0.19,WG87320,NA,NA,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFMBA,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,1432017-36-1,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,NFDHA,NA,N,U H,ng/g,1.67,0.19,WG87320,NA,39187-41-2,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231023,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87320,NA,NA,NA,NA,16-Oct-21,72-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFBA,NA,N,U,ng/g,1.48,0.37,WG87320,NA,45048-62-2,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFPeA,NA,N,U,ng/g,0.741,0.185,WG87320,NA,45167-47-3,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFHxA,NA,N,U,ng/g,0.37,0.105,WG87320,NA,92612-52-7,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFHpA,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,120885-29-2,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFOA,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,45285-51-6,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFNA,0.29,Y,K J,ng/g,0.37,0.0926,WG87320,NA,72007-68-2,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFDA,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,73829-36-4,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFUnA,0.105,Y,K B J,ng/g,0.37,0.0926,WG87320,NA,196859-54-8,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFDoA,0.08,Y,J,ng/g,0.37,0.0741,WG87320,NA,171978-95-3,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFTrDA,0.114,Y,K J,ng/g,0.37,0.0926,WG87320,NA,862374-87-6,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFTeDA,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,365971-87-5,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFBS,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,45187-15-3,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFPeS,NA,N,U,ng/g,0.37,0.0931,WG87320,NA,175905-36-9,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFHxS,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,108427-53-8,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFHpS,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,146689-46-5,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFOS,0.335,Y,K J,ng/g,0.37,0.0926,WG87320,NA,45298-90-6,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFNS,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,474511-07-4,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFDS,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,126105-34-8,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFDoS,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,343629-43-6,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,4:2 FTS,NA,N,U,ng/g,1.48,0.37,WG87320,NA,414911-30-1,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,6:2 FTS,NA,N,U,ng/g,8.01,0.333,WG87320,NA,425670-75-3,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,8:2 FTS,NA,N,U,ng/g,1.48,0.315,WG87320,NA,481071-78-7,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFOSA,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,754-91-6,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,N-MeFOSA,NA,N,U,ng/g,0.426,0.0926,WG87320,NA,31506-32-8,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,N-EtFOSA,NA,N,U,ng/g,0.926,0.259,WG87320,NA,4151-50-2,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,MeFOSAA,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,2355-31-9,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,EtFOSAA,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,2991-50-6,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,N-MeFOSE,NA,N,U,ng/g,10.2,0.926,WG87320,NA,24448-09-7,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,N-EtFOSE,NA,N,U,ng/g,2.78,0.926,WG87320,NA,1691-99-2,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,HFPO-DA,NA,N,U,ng/g,1.41,0.37,WG87320,NA,122499-17-6,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,ADONA,NA,N,U,ng/g,1.48,0.37,WG87320,NA,2127366-90-7,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.48,0.371,WG87320,NA,1621485-21-9,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.48,0.371,WG87320,NA,2196242-82-5,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,3:3 FTCA,NA,N,U H,ng/g,1.48,0.37,WG87320,NA,1169706-83-5,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,5:3 FTCA,NA,N,U,ng/g,9.26,2.31,WG87320,NA,1799325-94-2,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,7:3 FTCA,NA,N,U,ng/g,9.26,2.31,WG87320,NA,1799325-95-3,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFEESA,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,220689-13-4,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFMPA,NA,N,U,ng/g,0.741,0.185,WG87320,NA,NA,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,PFMBA,NA,N,U,ng/g,0.37,0.0926,WG87320,NA,1432017-36-1,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231107,2231,Sample,NFDHA,NA,N,U H,ng/g,1.63,0.185,WG87320,NA,39187-41-2,NA,NA,16-Oct-21,74-1,NA
NA,L40006-28,NA,NA,NA,NA,20231023,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87320,NA,NA,NA,NA,16-Oct-21,74-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFBA,NA,N,U,ng/g,1.59,0.398,WG87320,NA,45048-62-2,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFPeA,NA,N,U,ng/g,0.796,0.199,WG87320,NA,45167-47-3,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFHxA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,92612-52-7,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFHpA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,120885-29-2,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFOA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,45285-51-6,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFNA,0.893,Y,NA,ng/g,0.398,0.0995,WG87320,NA,72007-68-2,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFDA,0.15,Y,J,ng/g,0.398,0.0995,WG87320,NA,73829-36-4,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFUnA,0.156,Y,K B J,ng/g,0.398,0.0995,WG87320,NA,196859-54-8,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFDoA,NA,N,U,ng/g,0.398,0.0796,WG87320,NA,171978-95-3,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFTrDA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,862374-87-6,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFTeDA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,365971-87-5,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFBS,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,45187-15-3,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFPeS,NA,N,U,ng/g,0.398,0.1,WG87320,NA,175905-36-9,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFHxS,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,108427-53-8,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFHpS,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,146689-46-5,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFOS,0.239,Y,J,ng/g,0.398,0.0995,WG87320,NA,45298-90-6,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFNS,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,474511-07-4,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFDS,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,126105-34-8,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFDoS,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,343629-43-6,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,4:2 FTS,NA,N,U,ng/g,1.59,0.398,WG87320,NA,414911-30-1,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,6:2 FTS,NA,N,U,ng/g,8.61,0.358,WG87320,NA,425670-75-3,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,8:2 FTS,NA,N,U,ng/g,1.59,0.338,WG87320,NA,481071-78-7,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFOSA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,754-91-6,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,N-MeFOSA,NA,N,U,ng/g,0.458,0.0995,WG87320,NA,31506-32-8,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,N-EtFOSA,NA,N,U,ng/g,0.995,0.279,WG87320,NA,4151-50-2,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,MeFOSAA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,2355-31-9,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,EtFOSAA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,2991-50-6,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,N-MeFOSE,NA,N,U,ng/g,10.9,0.995,WG87320,NA,24448-09-7,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,N-EtFOSE,4.11,Y,K,ng/g,2.99,0.995,WG87320,NA,1691-99-2,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,HFPO-DA,NA,N,U,ng/g,1.51,0.398,WG87320,NA,122499-17-6,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,ADONA,NA,N,U,ng/g,1.59,0.398,WG87320,NA,2127366-90-7,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.59,0.399,WG87320,NA,1621485-21-9,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.59,0.399,WG87320,NA,2196242-82-5,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,3:3 FTCA,NA,N,U H,ng/g,1.59,0.398,WG87320,NA,1169706-83-5,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,5:3 FTCA,NA,N,U,ng/g,9.95,2.49,WG87320,NA,1799325-94-2,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,7:3 FTCA,3.48,Y,J,ng/g,9.95,2.49,WG87320,NA,1799325-95-3,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFEESA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,220689-13-4,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFMPA,NA,N,U,ng/g,0.796,0.199,WG87320,NA,NA,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,PFMBA,NA,N,U,ng/g,0.398,0.0995,WG87320,NA,1432017-36-1,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231107,2244,Sample,NFDHA,NA,N,U H,ng/g,1.75,0.199,WG87320,NA,39187-41-2,NA,NA,18-Oct-21,77-1,NA
NA,L40006-29,NA,NA,NA,NA,20231023,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87320,NA,NA,NA,NA,18-Oct-21,77-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFBA,NA,N,U,ng/g,1.55,0.388,WG87320,NA,45048-62-2,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFPeA,NA,N,U,ng/g,0.777,0.194,WG87320,NA,45167-47-3,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFHxA,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,92612-52-7,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFHpA,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,120885-29-2,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFOA,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,45285-51-6,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFNA,1.48,Y,NA,ng/g,0.388,0.0971,WG87320,NA,72007-68-2,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFDA,0.207,Y,J,ng/g,0.388,0.0971,WG87320,NA,73829-36-4,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFUnA,0.258,Y,B J,ng/g,0.388,0.0971,WG87320,NA,196859-54-8,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFDoA,0.167,Y,J,ng/g,0.388,0.0777,WG87320,NA,171978-95-3,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFTrDA,0.381,Y,K J,ng/g,0.388,0.0971,WG87320,NA,862374-87-6,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFTeDA,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,365971-87-5,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFBS,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,45187-15-3,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFPeS,NA,N,U,ng/g,0.388,0.0976,WG87320,NA,175905-36-9,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFHxS,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,108427-53-8,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFHpS,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,146689-46-5,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFOS,0.505,Y,NA,ng/g,0.388,0.0971,WG87320,NA,45298-90-6,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFNS,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,474511-07-4,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFDS,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,126105-34-8,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFDoS,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,343629-43-6,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,4:2 FTS,NA,N,U,ng/g,1.55,0.388,WG87320,NA,414911-30-1,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,6:2 FTS,NA,N,U,ng/g,8.4,0.35,WG87320,NA,425670-75-3,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,8:2 FTS,NA,N,U,ng/g,1.55,0.33,WG87320,NA,481071-78-7,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFOSA,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,754-91-6,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,N-MeFOSA,NA,N,U,ng/g,0.447,0.0971,WG87320,NA,31506-32-8,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,N-EtFOSA,NA,N,U,ng/g,0.971,0.272,WG87320,NA,4151-50-2,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,MeFOSAA,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,2355-31-9,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,EtFOSAA,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,2991-50-6,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,N-MeFOSE,NA,N,U,ng/g,10.7,0.971,WG87320,NA,24448-09-7,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,N-EtFOSE,8.45,Y,K,ng/g,2.91,0.971,WG87320,NA,1691-99-2,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,HFPO-DA,NA,N,U,ng/g,1.48,0.388,WG87320,NA,122499-17-6,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,ADONA,NA,N,U,ng/g,1.55,0.388,WG87320,NA,2127366-90-7,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.55,0.389,WG87320,NA,1621485-21-9,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.55,0.389,WG87320,NA,2196242-82-5,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,3:3 FTCA,NA,N,U H,ng/g,1.55,0.388,WG87320,NA,1169706-83-5,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,5:3 FTCA,NA,N,U,ng/g,9.71,2.43,WG87320,NA,1799325-94-2,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,7:3 FTCA,NA,N,U,ng/g,9.71,2.43,WG87320,NA,1799325-95-3,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFEESA,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,220689-13-4,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFMPA,NA,N,U,ng/g,0.777,0.194,WG87320,NA,NA,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,PFMBA,NA,N,U,ng/g,0.388,0.0971,WG87320,NA,1432017-36-1,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231107,2257,Sample,NFDHA,NA,N,U H,ng/g,1.7,0.194,WG87320,NA,39187-41-2,NA,NA,21-Oct-21,82-1,NA
NA,L40006-30,NA,NA,NA,NA,20231023,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87320,NA,NA,NA,NA,21-Oct-21,82-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFBA,NA,N,U,ng/g,1.44,0.36,WG87320,NA,45048-62-2,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFPeA,NA,N,U,ng/g,0.721,0.18,WG87320,NA,45167-47-3,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFHxA,NA,N,U,ng/g,0.36,0.112,WG87320,NA,92612-52-7,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFHpA,NA,N,U,ng/g,0.36,0.0901,WG87320,NA,120885-29-2,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFOA,NA,N,U,ng/g,0.36,0.0901,WG87320,NA,45285-51-6,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFNA,0.362,Y,NA,ng/g,0.36,0.0901,WG87320,NA,72007-68-2,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFDA,0.157,Y,J,ng/g,0.36,0.0901,WG87320,NA,73829-36-4,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFUnA,0.169,Y,B J,ng/g,0.36,0.0901,WG87320,NA,196859-54-8,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFDoA,NA,N,U,ng/g,0.36,0.0721,WG87320,NA,171978-95-3,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFTrDA,0.263,Y,K J,ng/g,0.36,0.0901,WG87320,NA,862374-87-6,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFTeDA,NA,N,U,ng/g,0.36,0.0901,WG87320,NA,365971-87-5,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFBS,NA,N,U,ng/g,0.36,0.0901,WG87320,NA,45187-15-3,NA,NA,21-Oct-21,84-1,NA
NA,L40006-31,NA,NA,NA,NA,20231107,2310,Sample,PFPeS,NA,N,U,ng/g,0.36,0.0905,WG87320,NA,175905-36-9,NA,NA,21-Oct-21,84-1,NA
